scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,total_hits
0,RL_Agent,1608637542,141,15,126,0.8936170212765957,200000.0,4935000.0,126000000.0,126200000.0,25.572441742654508,0,20,0,15,,0.75,0.75,20,all_uavs_neutralized,2026-02-22T18:10:01.517653,True,20,15
1,RL_Agent,1273642419,96,14,82,0.8541666666666666,200000.0,3360000.0,82000000.0,82200000.0,24.464285714285715,0,20,0,14,,0.7,0.7,20,all_uavs_neutralized,2026-02-22T18:10:01.526575,True,20,14
2,RL_Agent,1935803228,136,13,123,0.9044117647058824,200000.0,4760000.0,123000000.0,123200000.0,25.88235294117647,0,20,0,13,,0.65,0.65,20,all_uavs_neutralized,2026-02-22T18:10:01.533280,True,20,13
3,RL_Agent,787846414,82,15,67,0.8170731707317073,200000.0,2870000.0,67000000.0,67200000.0,23.414634146341463,0,20,0,15,,0.75,0.75,20,all_uavs_neutralized,2026-02-22T18:10:01.538805,True,20,15
4,RL_Agent,996406378,144,11,133,0.9236111111111112,200000.0,5040000.0,133000000.0,133200000.0,26.428571428571427,0,20,0,11,,0.55,0.55,20,all_uavs_neutralized,2026-02-22T18:10:01.543800,True,20,11
5,RL_Agent,1201263687,135,13,122,0.9037037037037037,200000.0,4725000.0,122000000.0,122200000.0,25.862433862433864,0,20,0,13,,0.65,0.65,20,all_uavs_neutralized,2026-02-22T18:10:01.549377,True,20,13
6,RL_Agent,423734972,62,12,50,0.8064516129032258,200000.0,2170000.0,50000000.0,50200000.0,23.13364055299539,0,20,0,12,,0.6,0.6,20,all_uavs_neutralized,2026-02-22T18:10:01.555586,True,20,12
7,RL_Agent,415968276,96,14,82,0.8541666666666666,200000.0,3360000.0,82000000.0,82200000.0,24.464285714285715,0,20,0,14,,0.7,0.7,20,all_uavs_neutralized,2026-02-22T18:10:01.560570,True,20,14
8,RL_Agent,670094950,90,12,78,0.8666666666666667,200000.0,3150000.0,78000000.0,78200000.0,24.825396825396826,0,20,0,12,,0.6,0.6,20,all_uavs_neutralized,2026-02-22T18:10:01.568873,True,20,12
9,RL_Agent,1914837113,58,14,44,0.7586206896551724,200000.0,2030000.0,44000000.0,44200000.0,21.773399014778324,0,20,0,14,,0.7,0.7,20,all_uavs_neutralized,2026-02-22T18:10:01.577817,True,20,14
10,RL_Agent,669991378,68,12,56,0.8235294117647058,200000.0,2380000.0,56000000.0,56200000.0,23.613445378151262,0,20,0,12,,0.6,0.6,20,all_uavs_neutralized,2026-02-22T18:10:01.586021,True,20,12
