scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,miss_penalty_cost,total_hits
0,Kinetic_First,1608637542,141,128,13,0.09219858156028368,141000000.0,4935000.0,71109956.17775597,262142885.09657243,53.119125652800896,141,0,128,0,0.9078014184397163,,0.9078014184397163,200,all_uavs_neutralized,2026-02-22T15:42:21.382945,True,141,50032928.918816485,128
1,Kinetic_First,1273642419,96,89,7,0.07291666666666667,96000000.0,3360000.0,31190523.252465323,153765353.94550726,45.76349819806764,96,0,89,0,0.9270833333333334,,0.9270833333333334,200,all_uavs_neutralized,2026-02-22T15:42:21.390857,True,96,26574830.69304193,89
2,Kinetic_First,1935803228,136,124,12,0.08823529411764706,136000000.0,4760000.0,60905600.288749784,254407179.76249182,53.44688650472517,136,0,124,0,0.9117647058823529,,0.9117647058823529,200,all_uavs_neutralized,2026-02-22T15:42:21.402573,True,136,57501579.47374204,124
3,Kinetic_First,787846414,82,77,5,0.06097560975609756,82000000.0,2870000.0,22477308.578665584,129911974.70521426,45.26549641296664,82,0,77,0,0.9390243902439024,,0.9390243902439024,200,all_uavs_neutralized,2026-02-22T15:42:21.411624,True,82,25434666.12654867,77
4,Kinetic_First,996406378,144,131,13,0.09027777777777778,144000000.0,5040000.0,68833491.85867617,270971546.53760767,53.76419574158882,144,0,131,0,0.9097222222222222,,0.9097222222222222,200,all_uavs_neutralized,2026-02-22T15:42:21.424769,True,144,58138054.678931534,131
5,Kinetic_First,1201263687,135,124,11,0.08148148148148149,135000000.0,4725000.0,42403160.84950292,211952699.9666131,44.85771427864828,135,0,124,0,0.9185185185185185,,0.9185185185185185,200,all_uavs_neutralized,2026-02-22T15:42:21.435707,True,135,34549539.1171102,124
6,Kinetic_First,423734972,62,51,11,0.1774193548387097,62000000.0,2170000.0,66672569.79554583,179444177.79588205,82.69316949118988,62,0,51,0,0.8225806451612904,,0.8225806451612904,200,all_uavs_neutralized,2026-02-22T15:42:21.445252,True,62,50771608.0003362,51
7,Kinetic_First,415968276,96,86,10,0.10416666666666667,96000000.0,3360000.0,35429670.05552327,164302324.38780177,48.89950130589338,96,0,86,0,0.8958333333333334,,0.8958333333333334,200,all_uavs_neutralized,2026-02-22T15:42:21.453854,True,96,32872654.332278505,86
8,Kinetic_First,670094950,90,83,7,0.07777777777777778,90000000.0,3150000.0,36733450.979190856,158042809.93082505,50.172320612960334,90,0,83,0,0.9222222222222223,,0.9222222222222223,200,all_uavs_neutralized,2026-02-22T15:42:21.466757,True,90,31309358.951634184,83
9,Kinetic_First,1914837113,58,51,7,0.1206896551724138,58000000.0,2030000.0,38889374.33812233,128778913.99184477,63.437888665933386,58,0,51,0,0.8793103448275862,,0.8793103448275862,200,all_uavs_neutralized,2026-02-22T15:42:21.474438,True,58,31889539.653722435,51
