scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,miss_penalty_cost,total_hits
0,DE_First,1608637542,141,94,47,0.3333333333333333,51500000.0,4935000.0,247943545.85415396,513879649.3492465,104.1296148630692,50,150,44,101,0.88,0.6733333333333333,0.725,200,all_uavs_neutralized,2026-02-22T14:08:15.041044,True,200,214436103.4950925,145
1,DE_First,1273642419,96,62,34,0.3541666666666667,51500000.0,3360000.0,157435442.79917082,378118223.33498216,112.53518551636374,50,150,46,98,0.92,0.6533333333333333,0.72,200,all_uavs_neutralized,2026-02-22T14:08:15.052928,True,200,169182780.5358113,144
2,DE_First,1935803228,136,86,50,0.36764705882352944,51500000.0,4760000.0,243057086.045421,515071413.9541367,108.2082802424657,50,150,44,95,0.88,0.6333333333333333,0.695,200,all_uavs_neutralized,2026-02-22T14:08:15.069380,True,200,220514327.90871575,139
3,DE_First,787846414,82,57,25,0.3048780487804878,51500000.0,2870000.0,95629304.95595211,273440997.20917135,95.2756087836834,50,150,46,105,0.92,0.7,0.755,200,all_uavs_neutralized,2026-02-22T14:08:15.076742,True,200,126311692.25321925,151
4,DE_First,996406378,144,100,44,0.3055555555555556,51500000.0,5040000.0,201076634.12882406,440741839.7173579,87.448777721698,50,150,46,102,0.92,0.68,0.74,200,all_uavs_neutralized,2026-02-22T14:08:15.085220,True,200,188165205.5885338,148
5,DE_First,1201263687,135,89,46,0.34074074074074073,51500000.0,4725000.0,229336713.75388634,475348832.4499363,100.60292750263201,50,150,47,100,0.94,0.6666666666666666,0.735,200,all_uavs_neutralized,2026-02-22T14:08:15.092464,True,200,194512118.6960499,147
6,DE_First,423734972,62,46,16,0.25806451612903225,51500000.0,2170000.0,66174310.459778294,191784802.4508063,88.38009329530244,50,150,43,114,0.86,0.76,0.785,200,all_uavs_neutralized,2026-02-22T14:08:15.100582,True,200,74110491.991028,157
7,DE_First,415968276,96,71,25,0.2604166666666667,51500000.0,3360000.0,129812822.14260261,281648477.3769206,83.82395160027399,50,150,47,112,0.94,0.7466666666666667,0.795,200,all_uavs_neutralized,2026-02-22T14:08:15.107663,True,200,100335655.23431794,159
8,DE_First,670094950,90,68,22,0.24444444444444444,51500000.0,3150000.0,107784022.88530004,255161308.9727087,81.00359015006626,50,150,46,108,0.92,0.72,0.77,200,all_uavs_neutralized,2026-02-22T14:08:15.116100,True,200,95877286.08740866,154
9,DE_First,1914837113,58,33,25,0.43103448275862066,51500000.0,2030000.0,134593939.63179398,295568817.64596856,145.6004027812653,50,150,47,91,0.94,0.6066666666666667,0.69,200,all_uavs_neutralized,2026-02-22T14:08:15.129262,True,200,109474878.01417457,138
10,DE_First,669991378,68,47,21,0.3088235294117647,51500000.0,2380000.0,87137687.79515536,248294495.45215237,104.32541825720688,50,150,45,102,0.9,0.68,0.735,200,all_uavs_neutralized,2026-02-22T14:08:15.137469,True,200,109656807.65699703,147
11,DE_First,429389014,86,69,17,0.19767441860465115,51500000.0,3010000.0,82676573.50227253,218893394.512889,72.72205797770398,50,150,47,108,0.94,0.72,0.775,200,all_uavs_neutralized,2026-02-22T14:08:15.145444,True,200,84716821.01061647,155
12,DE_First,249467210,133,96,37,0.2781954887218045,51500000.0,4655000.0,184278003.97162792,410420329.6236913,88.16763257222155,50,150,43,106,0.86,0.7066666666666667,0.745,200,all_uavs_neutralized,2026-02-22T14:08:15.158834,True,200,174642325.65206343,149
13,DE_First,1972458954,50,36,14,0.28,51500000.0,1750000.0,60198215.849969335,179045911.15388638,102.31194923079222,50,150,42,101,0.84,0.6733333333333333,0.715,200,all_uavs_neutralized,2026-02-22T14:08:15.171451,True,200,67347695.30391707,143
14,DE_First,1572714583,66,53,13,0.19696969696969696,51500000.0,2310000.0,84491661.86685222,207701380.5057972,89.91401753497715,50,150,44,121,0.88,0.8066666666666666,0.825,200,all_uavs_neutralized,2026-02-22T14:08:15.185303,True,200,71709718.63894497,165
15,DE_First,1433267572,74,44,30,0.40540540540540543,51500000.0,2590000.0,166185333.0734629,364281120.6457912,140.6490813304213,50,150,47,101,0.94,0.6733333333333333,0.74,200,all_uavs_neutralized,2026-02-22T14:08:15.198019,True,200,146595787.57232827,148
16,DE_First,434285667,129,98,31,0.24031007751937986,51500000.0,4515000.0,134654853.48430005,360113162.3054613,79.75928290264923,50,150,46,109,0.92,0.7266666666666667,0.775,200,all_uavs_neutralized,2026-02-22T14:08:15.209930,True,200,173958308.82116127,155
17,DE_First,613608295,74,57,17,0.22972972972972974,51500000.0,2590000.0,76399295.03172117,208364844.37212268,80.44974686182343,50,150,44,110,0.88,0.7333333333333333,0.77,200,all_uavs_neutralized,2026-02-22T14:08:15.220967,True,200,80465549.3404015,154
