scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,total_hits
0,RL_Agent,1608637542,141,93,48,0.3404255319148936,1500000.0,4935000.0,48000000.0,49500000.0,10.030395136778116,0,150,0,93,,0.62,0.62,200,all_uavs_neutralized,2026-02-22T18:16:33.609699,True,150,93
1,RL_Agent,1273642419,96,96,0,0.0,1430000.0,3360000.0,0.0,1430000.0,0.4255952380952381,0,143,0,96,,0.6713286713286714,0.6713286713286714,143,all_uavs_neutralized,2026-02-22T18:16:33.664194,True,143,96
2,RL_Agent,1935803228,136,93,43,0.3161764705882353,1500000.0,4760000.0,43000000.0,44500000.0,9.34873949579832,0,150,0,93,,0.62,0.62,200,all_uavs_neutralized,2026-02-22T18:16:33.745235,True,150,93
3,RL_Agent,787846414,82,82,0,0.0,1130000.0,2870000.0,0.0,1130000.0,0.39372822299651566,0,113,0,82,,0.7256637168141593,0.7256637168141593,113,all_uavs_neutralized,2026-02-22T18:16:33.791199,True,113,82
4,RL_Agent,996406378,144,101,43,0.2986111111111111,1500000.0,5040000.0,43000000.0,44500000.0,8.829365079365079,0,150,0,101,,0.6733333333333333,0.6733333333333333,200,all_uavs_neutralized,2026-02-22T18:16:33.866312,True,150,101
5,RL_Agent,1201263687,135,108,27,0.2,1500000.0,4725000.0,27000000.0,28500000.0,6.031746031746032,0,150,0,108,,0.72,0.72,200,all_uavs_neutralized,2026-02-22T18:16:33.949472,True,150,108
6,RL_Agent,423734972,62,62,0,0.0,890000.0,2170000.0,0.0,890000.0,0.41013824884792627,0,89,0,62,,0.6966292134831461,0.6966292134831461,89,all_uavs_neutralized,2026-02-22T18:16:33.985948,True,89,62
7,RL_Agent,415968276,96,96,0,0.0,1360000.0,3360000.0,0.0,1360000.0,0.40476190476190477,0,136,0,96,,0.7058823529411765,0.7058823529411765,136,all_uavs_neutralized,2026-02-22T18:16:34.040950,True,136,96
8,RL_Agent,670094950,90,90,0,0.0,1280000.0,3150000.0,0.0,1280000.0,0.40634920634920635,0,128,0,90,,0.703125,0.703125,128,all_uavs_neutralized,2026-02-22T18:16:34.085879,True,128,90
9,RL_Agent,1914837113,58,58,0,0.0,930000.0,2030000.0,0.0,930000.0,0.458128078817734,0,93,0,58,,0.6236559139784946,0.6236559139784946,93,all_uavs_neutralized,2026-02-22T18:16:34.121442,True,93,58
