scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,total_hits
0,Kinetic_First,1608637542,141,141,0,0.0,160000000.0,4935000.0,0.0,160000000.0,32.42147922998987,160,0,141,0,0.88125,,0.88125,160,all_uavs_neutralized,2026-02-22T18:16:32.605343,True,160,141
1,Kinetic_First,1273642419,96,96,0,0.0,108000000.0,3360000.0,0.0,108000000.0,32.142857142857146,108,0,96,0,0.8888888888888888,,0.8888888888888888,108,all_uavs_neutralized,2026-02-22T18:16:32.612139,True,108,96
2,Kinetic_First,1935803228,136,136,0,0.0,154000000.0,4760000.0,0.0,154000000.0,32.35294117647059,154,0,136,0,0.8831168831168831,,0.8831168831168831,154,all_uavs_neutralized,2026-02-22T18:16:32.617642,True,154,136
3,Kinetic_First,787846414,82,82,0,0.0,86000000.0,2870000.0,0.0,86000000.0,29.965156794425088,86,0,82,0,0.9534883720930233,,0.9534883720930233,86,all_uavs_neutralized,2026-02-22T18:16:32.621702,True,86,82
4,Kinetic_First,996406378,144,144,0,0.0,158000000.0,5040000.0,0.0,158000000.0,31.349206349206348,158,0,144,0,0.9113924050632911,,0.9113924050632911,158,all_uavs_neutralized,2026-02-22T18:16:32.631086,True,158,144
5,Kinetic_First,1201263687,135,135,0,0.0,153000000.0,4725000.0,0.0,153000000.0,32.38095238095238,153,0,135,0,0.8823529411764706,,0.8823529411764706,153,all_uavs_neutralized,2026-02-22T18:16:32.640878,True,153,135
6,Kinetic_First,423734972,62,62,0,0.0,70000000.0,2170000.0,0.0,70000000.0,32.25806451612903,70,0,62,0,0.8857142857142857,,0.8857142857142857,70,all_uavs_neutralized,2026-02-22T18:16:32.644966,True,70,62
7,Kinetic_First,415968276,96,96,0,0.0,107000000.0,3360000.0,0.0,107000000.0,31.845238095238095,107,0,96,0,0.897196261682243,,0.897196261682243,107,all_uavs_neutralized,2026-02-22T18:16:32.651543,True,107,96
8,Kinetic_First,670094950,90,90,0,0.0,100000000.0,3150000.0,0.0,100000000.0,31.746031746031747,100,0,90,0,0.9,,0.9,100,all_uavs_neutralized,2026-02-22T18:16:32.658032,True,100,90
9,Kinetic_First,1914837113,58,58,0,0.0,63000000.0,2030000.0,0.0,63000000.0,31.03448275862069,63,0,58,0,0.9206349206349206,,0.9206349206349206,63,all_uavs_neutralized,2026-02-22T18:16:32.661869,True,63,58
10,Kinetic_First,669991378,68,68,0,0.0,77000000.0,2380000.0,0.0,77000000.0,32.35294117647059,77,0,68,0,0.8831168831168831,,0.8831168831168831,77,all_uavs_neutralized,2026-02-22T18:16:32.666631,True,77,68
11,Kinetic_First,429389014,86,86,0,0.0,92000000.0,3010000.0,0.0,92000000.0,30.564784053156146,92,0,86,0,0.9347826086956522,,0.9347826086956522,92,all_uavs_neutralized,2026-02-22T18:16:32.672735,True,92,86
12,Kinetic_First,249467210,133,133,0,0.0,158000000.0,4655000.0,0.0,158000000.0,33.941997851772285,158,0,133,0,0.8417721518987342,,0.8417721518987342,158,all_uavs_neutralized,2026-02-22T18:16:32.682084,True,158,133
13,Kinetic_First,1972458954,50,50,0,0.0,57000000.0,1750000.0,0.0,57000000.0,32.57142857142857,57,0,50,0,0.8771929824561403,,0.8771929824561403,57,all_uavs_neutralized,2026-02-22T18:16:32.685517,True,57,50
14,Kinetic_First,1572714583,66,66,0,0.0,79000000.0,2310000.0,0.0,79000000.0,34.1991341991342,79,0,66,0,0.8354430379746836,,0.8354430379746836,79,all_uavs_neutralized,2026-02-22T18:16:32.690726,True,79,66
15,Kinetic_First,1433267572,74,74,0,0.0,82000000.0,2590000.0,0.0,82000000.0,31.66023166023166,82,0,74,0,0.9024390243902439,,0.9024390243902439,82,all_uavs_neutralized,2026-02-22T18:16:32.695657,True,82,74
16,Kinetic_First,434285667,129,129,0,0.0,140000000.0,4515000.0,0.0,140000000.0,31.007751937984494,140,0,129,0,0.9214285714285714,,0.9214285714285714,140,all_uavs_neutralized,2026-02-22T18:16:32.704298,True,140,129
17,Kinetic_First,613608295,74,74,0,0.0,80000000.0,2590000.0,0.0,80000000.0,30.888030888030887,80,0,74,0,0.925,,0.925,80,all_uavs_neutralized,2026-02-22T18:16:32.709097,True,80,74
18,Kinetic_First,893664919,121,121,0,0.0,137000000.0,4235000.0,0.0,137000000.0,32.349468713105075,137,0,121,0,0.8832116788321168,,0.8832116788321168,137,all_uavs_neutralized,2026-02-22T18:16:32.718386,True,137,121
19,Kinetic_First,648061058,143,143,0,0.0,160000000.0,5005000.0,0.0,160000000.0,31.96803196803197,160,0,143,0,0.89375,,0.89375,160,all_uavs_neutralized,2026-02-22T18:16:32.728300,True,160,143
20,Kinetic_First,88409749,103,103,0,0.0,111000000.0,3605000.0,0.0,111000000.0,30.790568654646325,111,0,103,0,0.9279279279279279,,0.9279279279279279,111,all_uavs_neutralized,2026-02-22T18:16:32.734927,True,111,103
21,Kinetic_First,242285876,126,126,0,0.0,137000000.0,4410000.0,0.0,137000000.0,31.065759637188208,137,0,126,0,0.9197080291970803,,0.9197080291970803,137,all_uavs_neutralized,2026-02-22T18:16:32.742693,True,137,126
