scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,miss_penalty_cost,total_hits
0,DE_First,1608637542,141,141,0,0.0,51500000.0,4935000.0,0.0,51500000.0,10.435663627152989,50,150,48,93,0.96,0.62,0.705,200,all_uavs_neutralized,2026-02-22T17:18:08.344512,True,200,0.0,141
1,DE_First,1273642419,96,96,0,0.0,1430000.0,3360000.0,0.0,1430000.0,0.4255952380952381,0,143,0,96,,0.6713286713286714,0.6713286713286714,143,all_uavs_neutralized,2026-02-22T17:18:08.352927,True,143,0.0,96
2,DE_First,1935803228,136,134,2,0.014705882352941176,51500000.0,4760000.0,6641232.730103474,58141232.73010348,12.21454469119821,50,150,41,93,0.82,0.62,0.67,200,all_uavs_neutralized,2026-02-22T17:18:08.360943,True,200,0.0,134
3,DE_First,787846414,82,82,0,0.0,1130000.0,2870000.0,0.0,1130000.0,0.39372822299651566,0,113,0,82,,0.7256637168141593,0.7256637168141593,113,all_uavs_neutralized,2026-02-22T17:18:08.365357,True,113,0.0,82
4,DE_First,996406378,144,144,0,0.0,48500000.0,5040000.0,0.0,48500000.0,9.623015873015873,47,150,43,101,0.9148936170212766,0.6733333333333333,0.7309644670050761,197,all_uavs_neutralized,2026-02-22T17:18:08.372379,True,197,0.0,144
5,DE_First,1201263687,135,135,0,0.0,30500000.0,4725000.0,0.0,30500000.0,6.455026455026455,29,150,27,108,0.9310344827586207,0.72,0.7541899441340782,179,all_uavs_neutralized,2026-02-22T17:18:08.379091,True,179,0.0,135
6,DE_First,423734972,62,62,0,0.0,890000.0,2170000.0,0.0,890000.0,0.41013824884792627,0,89,0,62,,0.6966292134831461,0.6966292134831461,89,all_uavs_neutralized,2026-02-22T17:18:08.382636,True,89,0.0,62
7,DE_First,415968276,96,96,0,0.0,1360000.0,3360000.0,0.0,1360000.0,0.40476190476190477,0,136,0,96,,0.7058823529411765,0.7058823529411765,136,all_uavs_neutralized,2026-02-22T17:18:08.390020,True,136,0.0,96
8,DE_First,670094950,90,90,0,0.0,1280000.0,3150000.0,0.0,1280000.0,0.40634920634920635,0,128,0,90,,0.703125,0.703125,128,all_uavs_neutralized,2026-02-22T17:18:08.396207,True,128,0.0,90
9,DE_First,1914837113,58,58,0,0.0,930000.0,2030000.0,0.0,930000.0,0.458128078817734,0,93,0,58,,0.6236559139784946,0.6236559139784946,93,all_uavs_neutralized,2026-02-22T17:18:08.399853,True,93,0.0,58
