scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,total_hits
0,RL_Agent,1608637542,141,17,124,0.8794326241134752,20000000.0,4935000.0,124000000.0,144000000.0,29.179331306990882,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.437828,True,20,17
1,RL_Agent,1273642419,96,18,78,0.8125,20000000.0,3360000.0,78000000.0,98000000.0,29.166666666666668,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.446192,True,20,18
2,RL_Agent,1935803228,136,19,117,0.8602941176470589,20000000.0,4760000.0,117000000.0,137000000.0,28.781512605042018,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.452065,True,20,19
3,RL_Agent,787846414,82,20,62,0.7560975609756098,20000000.0,2870000.0,62000000.0,82000000.0,28.571428571428573,20,0,20,0,1.0,,1.0,20,all_uavs_neutralized,2026-02-22T17:58:46.460480,True,20,20
4,RL_Agent,996406378,144,19,125,0.8680555555555556,20000000.0,5040000.0,125000000.0,145000000.0,28.76984126984127,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.468672,True,20,19
5,RL_Agent,1201263687,135,17,118,0.8740740740740741,20000000.0,4725000.0,118000000.0,138000000.0,29.206349206349206,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.477011,True,20,17
6,RL_Agent,423734972,62,17,45,0.7258064516129032,20000000.0,2170000.0,45000000.0,65000000.0,29.953917050691246,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.486023,True,20,17
7,RL_Agent,415968276,96,19,77,0.8020833333333334,20000000.0,3360000.0,77000000.0,97000000.0,28.86904761904762,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.494515,True,20,19
8,RL_Agent,670094950,90,19,71,0.7888888888888889,20000000.0,3150000.0,71000000.0,91000000.0,28.88888888888889,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.500031,True,20,19
9,RL_Agent,1914837113,58,19,39,0.6724137931034483,20000000.0,2030000.0,39000000.0,59000000.0,29.064039408866996,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.505258,True,20,19
10,RL_Agent,669991378,68,18,50,0.7352941176470589,20000000.0,2380000.0,50000000.0,70000000.0,29.41176470588235,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.510795,True,20,18
11,RL_Agent,429389014,86,20,66,0.7674418604651163,20000000.0,3010000.0,66000000.0,86000000.0,28.571428571428573,20,0,20,0,1.0,,1.0,20,all_uavs_neutralized,2026-02-22T17:58:46.518968,True,20,20
12,RL_Agent,249467210,133,15,118,0.8872180451127819,20000000.0,4655000.0,118000000.0,138000000.0,29.645542427497315,20,0,15,0,0.75,,0.75,20,all_uavs_neutralized,2026-02-22T17:58:46.527216,True,20,15
13,RL_Agent,1972458954,50,18,32,0.64,20000000.0,1750000.0,32000000.0,52000000.0,29.714285714285715,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.535941,True,20,18
14,RL_Agent,1572714583,66,16,50,0.7575757575757576,20000000.0,2310000.0,50000000.0,70000000.0,30.303030303030305,20,0,16,0,0.8,,0.8,20,all_uavs_neutralized,2026-02-22T17:58:46.543856,True,20,16
