scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,total_hits
0,DE_First,1608637542,141,15,126,0.8936170212765957,200000.0,4935000.0,126000000.0,126200000.0,25.572441742654508,0,20,0,15,,0.75,0.75,20,all_uavs_neutralized,2026-02-22T17:58:46.328781,True,20,15
1,DE_First,1273642419,96,14,82,0.8541666666666666,200000.0,3360000.0,82000000.0,82200000.0,24.464285714285715,0,20,0,14,,0.7,0.7,20,all_uavs_neutralized,2026-02-22T17:58:46.330240,True,20,14
2,DE_First,1935803228,136,13,123,0.9044117647058824,200000.0,4760000.0,123000000.0,123200000.0,25.88235294117647,0,20,0,13,,0.65,0.65,20,all_uavs_neutralized,2026-02-22T17:58:46.331546,True,20,13
3,DE_First,787846414,82,15,67,0.8170731707317073,200000.0,2870000.0,67000000.0,67200000.0,23.414634146341463,0,20,0,15,,0.75,0.75,20,all_uavs_neutralized,2026-02-22T17:58:46.332716,True,20,15
4,DE_First,996406378,144,11,133,0.9236111111111112,200000.0,5040000.0,133000000.0,133200000.0,26.428571428571427,0,20,0,11,,0.55,0.55,20,all_uavs_neutralized,2026-02-22T17:58:46.333985,True,20,11
5,DE_First,1201263687,135,13,122,0.9037037037037037,200000.0,4725000.0,122000000.0,122200000.0,25.862433862433864,0,20,0,13,,0.65,0.65,20,all_uavs_neutralized,2026-02-22T17:58:46.335448,True,20,13
6,DE_First,423734972,62,12,50,0.8064516129032258,200000.0,2170000.0,50000000.0,50200000.0,23.13364055299539,0,20,0,12,,0.6,0.6,20,all_uavs_neutralized,2026-02-22T17:58:46.336591,True,20,12
7,DE_First,415968276,96,14,82,0.8541666666666666,200000.0,3360000.0,82000000.0,82200000.0,24.464285714285715,0,20,0,14,,0.7,0.7,20,all_uavs_neutralized,2026-02-22T17:58:46.337765,True,20,14
8,DE_First,670094950,90,12,78,0.8666666666666667,200000.0,3150000.0,78000000.0,78200000.0,24.825396825396826,0,20,0,12,,0.6,0.6,20,all_uavs_neutralized,2026-02-22T17:58:46.339421,True,20,12
9,DE_First,1914837113,58,14,44,0.7586206896551724,200000.0,2030000.0,44000000.0,44200000.0,21.773399014778324,0,20,0,14,,0.7,0.7,20,all_uavs_neutralized,2026-02-22T17:58:46.340602,True,20,14
10,DE_First,669991378,68,12,56,0.8235294117647058,200000.0,2380000.0,56000000.0,56200000.0,23.613445378151262,0,20,0,12,,0.6,0.6,20,all_uavs_neutralized,2026-02-22T17:58:46.341824,True,20,12
11,DE_First,429389014,86,19,67,0.7790697674418605,200000.0,3010000.0,67000000.0,67200000.0,22.325581395348838,0,20,0,19,,0.95,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.343050,True,20,19
12,DE_First,249467210,133,14,119,0.8947368421052632,200000.0,4655000.0,119000000.0,119200000.0,25.60687432867884,0,20,0,14,,0.7,0.7,20,all_uavs_neutralized,2026-02-22T17:58:46.344454,True,20,14
13,DE_First,1972458954,50,15,35,0.7,200000.0,1750000.0,35000000.0,35200000.0,20.114285714285714,0,20,0,15,,0.75,0.75,20,all_uavs_neutralized,2026-02-22T17:58:46.345886,True,20,15
