scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,total_hits
0,Kinetic_First,1608637542,141,17,124,0.8794326241134752,20000000.0,4935000.0,124000000.0,144000000.0,29.179331306990882,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.224241,True,20,17
1,Kinetic_First,1273642419,96,18,78,0.8125,20000000.0,3360000.0,78000000.0,98000000.0,29.166666666666668,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.225157,True,20,18
2,Kinetic_First,1935803228,136,19,117,0.8602941176470589,20000000.0,4760000.0,117000000.0,137000000.0,28.781512605042018,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.225882,True,20,19
3,Kinetic_First,787846414,82,20,62,0.7560975609756098,20000000.0,2870000.0,62000000.0,82000000.0,28.571428571428573,20,0,20,0,1.0,,1.0,20,all_uavs_neutralized,2026-02-22T17:58:46.226577,True,20,20
4,Kinetic_First,996406378,144,19,125,0.8680555555555556,20000000.0,5040000.0,125000000.0,145000000.0,28.76984126984127,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.227319,True,20,19
5,Kinetic_First,1201263687,135,17,118,0.8740740740740741,20000000.0,4725000.0,118000000.0,138000000.0,29.206349206349206,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.228687,True,20,17
6,Kinetic_First,423734972,62,17,45,0.7258064516129032,20000000.0,2170000.0,45000000.0,65000000.0,29.953917050691246,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.230840,True,20,17
7,Kinetic_First,415968276,96,19,77,0.8020833333333334,20000000.0,3360000.0,77000000.0,97000000.0,28.86904761904762,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.232082,True,20,19
8,Kinetic_First,670094950,90,19,71,0.7888888888888889,20000000.0,3150000.0,71000000.0,91000000.0,28.88888888888889,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.233268,True,20,19
9,Kinetic_First,1914837113,58,19,39,0.6724137931034483,20000000.0,2030000.0,39000000.0,59000000.0,29.064039408866996,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.234483,True,20,19
10,Kinetic_First,669991378,68,18,50,0.7352941176470589,20000000.0,2380000.0,50000000.0,70000000.0,29.41176470588235,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.235695,True,20,18
11,Kinetic_First,429389014,86,20,66,0.7674418604651163,20000000.0,3010000.0,66000000.0,86000000.0,28.571428571428573,20,0,20,0,1.0,,1.0,20,all_uavs_neutralized,2026-02-22T17:58:46.237602,True,20,20
12,Kinetic_First,249467210,133,15,118,0.8872180451127819,20000000.0,4655000.0,118000000.0,138000000.0,29.645542427497315,20,0,15,0,0.75,,0.75,20,all_uavs_neutralized,2026-02-22T17:58:46.239444,True,20,15
13,Kinetic_First,1972458954,50,18,32,0.64,20000000.0,1750000.0,32000000.0,52000000.0,29.714285714285715,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.240123,True,20,18
14,Kinetic_First,1572714583,66,16,50,0.7575757575757576,20000000.0,2310000.0,50000000.0,70000000.0,30.303030303030305,20,0,16,0,0.8,,0.8,20,all_uavs_neutralized,2026-02-22T17:58:46.240754,True,20,16
15,Kinetic_First,1433267572,74,19,55,0.7432432432432432,20000000.0,2590000.0,55000000.0,75000000.0,28.957528957528957,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.241386,True,20,19
16,Kinetic_First,434285667,129,18,111,0.8604651162790697,20000000.0,4515000.0,111000000.0,131000000.0,29.01439645625692,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.242040,True,20,18
17,Kinetic_First,613608295,74,18,56,0.7567567567567568,20000000.0,2590000.0,56000000.0,76000000.0,29.343629343629345,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.242676,True,20,18
18,Kinetic_First,893664919,121,17,104,0.859504132231405,20000000.0,4235000.0,104000000.0,124000000.0,29.279811097992916,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.243318,True,20,17
19,Kinetic_First,648061058,143,16,127,0.8881118881118881,20000000.0,5005000.0,127000000.0,147000000.0,29.37062937062937,20,0,16,0,0.8,,0.8,20,all_uavs_neutralized,2026-02-22T17:58:46.244149,True,20,16
20,Kinetic_First,88409749,103,18,85,0.8252427184466019,20000000.0,3605000.0,85000000.0,105000000.0,29.12621359223301,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.245700,True,20,18
21,Kinetic_First,242285876,126,17,109,0.8650793650793651,20000000.0,4410000.0,109000000.0,129000000.0,29.25170068027211,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.246558,True,20,17
22,Kinetic_First,2018247425,129,20,109,0.8449612403100775,20000000.0,4515000.0,109000000.0,129000000.0,28.571428571428573,20,0,20,0,1.0,,1.0,20,all_uavs_neutralized,2026-02-22T17:58:46.247302,True,20,20
23,Kinetic_First,953477463,74,17,57,0.7702702702702703,20000000.0,2590000.0,57000000.0,77000000.0,29.72972972972973,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.247963,True,20,17
24,Kinetic_First,1427830251,93,18,75,0.8064516129032258,20000000.0,3255000.0,75000000.0,95000000.0,29.185867895545314,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.248615,True,20,18
25,Kinetic_First,1883569565,83,15,68,0.8192771084337349,20000000.0,2905000.0,68000000.0,88000000.0,30.292598967297764,20,0,15,0,0.75,,0.75,20,all_uavs_neutralized,2026-02-22T17:58:46.249360,True,20,15
26,Kinetic_First,911989541,74,19,55,0.7432432432432432,20000000.0,2590000.0,55000000.0,75000000.0,28.957528957528957,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.250020,True,20,19
27,Kinetic_First,3344769,86,18,68,0.7906976744186046,20000000.0,3010000.0,68000000.0,88000000.0,29.235880398671096,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.250737,True,20,18
28,Kinetic_First,780932287,77,16,61,0.7922077922077922,20000000.0,2695000.0,61000000.0,81000000.0,30.055658627087197,20,0,16,0,0.8,,0.8,20,all_uavs_neutralized,2026-02-22T17:58:46.251417,True,20,16
29,Kinetic_First,2114032571,111,20,91,0.8198198198198198,20000000.0,3885000.0,91000000.0,111000000.0,28.571428571428573,20,0,20,0,1.0,,1.0,20,all_uavs_neutralized,2026-02-22T17:58:46.252176,True,20,20
30,Kinetic_First,787716372,140,18,122,0.8714285714285714,20000000.0,4900000.0,122000000.0,142000000.0,28.979591836734695,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.253325,True,20,18
31,Kinetic_First,504579232,73,17,56,0.7671232876712328,20000000.0,2555000.0,56000000.0,76000000.0,29.74559686888454,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.254081,True,20,17
32,Kinetic_First,1306710475,69,18,51,0.7391304347826086,20000000.0,2415000.0,51000000.0,71000000.0,29.399585921325052,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.254751,True,20,18
33,Kinetic_First,479546681,54,18,36,0.6666666666666666,20000000.0,1890000.0,36000000.0,56000000.0,29.62962962962963,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.255778,True,20,18
34,Kinetic_First,106328085,111,19,92,0.8288288288288288,20000000.0,3885000.0,92000000.0,112000000.0,28.82882882882883,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.256447,True,20,19
35,Kinetic_First,30349564,75,18,57,0.76,20000000.0,2625000.0,57000000.0,77000000.0,29.333333333333332,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.257092,True,20,18
36,Kinetic_First,1855189739,106,18,88,0.8301886792452831,20000000.0,3710000.0,88000000.0,108000000.0,29.110512129380055,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.257741,True,20,18
37,Kinetic_First,99052376,89,19,70,0.7865168539325843,20000000.0,3115000.0,70000000.0,90000000.0,28.892455858747994,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.258398,True,20,19
38,Kinetic_First,1250819632,58,17,41,0.7068965517241379,20000000.0,2030000.0,41000000.0,61000000.0,30.049261083743843,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.259128,True,20,17
39,Kinetic_First,106406362,125,18,107,0.856,20000000.0,4375000.0,107000000.0,127000000.0,29.02857142857143,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.259792,True,20,18
40,Kinetic_First,480404538,141,17,124,0.8794326241134752,20000000.0,4935000.0,124000000.0,144000000.0,29.179331306990882,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.260601,True,20,17
41,Kinetic_First,1717389822,121,18,103,0.8512396694214877,20000000.0,4235000.0,103000000.0,123000000.0,29.043683589138134,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.262004,True,20,18
42,Kinetic_First,599121577,120,20,100,0.8333333333333334,20000000.0,4200000.0,100000000.0,120000000.0,28.571428571428573,20,0,20,0,1.0,,1.0,20,all_uavs_neutralized,2026-02-22T17:58:46.262954,True,20,20
43,Kinetic_First,200427519,68,13,55,0.8088235294117647,20000000.0,2380000.0,55000000.0,75000000.0,31.51260504201681,20,0,13,0,0.65,,0.65,20,all_uavs_neutralized,2026-02-22T17:58:46.263937,True,20,13
44,Kinetic_First,1254751707,88,15,73,0.8295454545454546,20000000.0,3080000.0,73000000.0,93000000.0,30.194805194805195,20,0,15,0,0.75,,0.75,20,all_uavs_neutralized,2026-02-22T17:58:46.264689,True,20,15
45,Kinetic_First,2034764475,110,17,93,0.8454545454545455,20000000.0,3850000.0,93000000.0,113000000.0,29.350649350649352,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.265413,True,20,17
46,Kinetic_First,1573512143,128,18,110,0.859375,20000000.0,4480000.0,110000000.0,130000000.0,29.017857142857142,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.266138,True,20,18
47,Kinetic_First,999745294,126,14,112,0.8888888888888888,20000000.0,4410000.0,112000000.0,132000000.0,29.931972789115648,20,0,14,0,0.7,,0.7,20,all_uavs_neutralized,2026-02-22T17:58:46.266785,True,20,14
48,Kinetic_First,1958805693,147,20,127,0.8639455782312925,20000000.0,5145000.0,127000000.0,147000000.0,28.571428571428573,20,0,20,0,1.0,,1.0,20,all_uavs_neutralized,2026-02-22T17:58:46.267471,True,20,20
49,Kinetic_First,389151677,108,20,88,0.8148148148148148,20000000.0,3780000.0,88000000.0,108000000.0,28.571428571428573,20,0,20,0,1.0,,1.0,20,all_uavs_neutralized,2026-02-22T17:58:46.268147,True,20,20
50,Kinetic_First,1224821422,88,19,69,0.7840909090909091,20000000.0,3080000.0,69000000.0,89000000.0,28.896103896103895,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.268801,True,20,19
51,Kinetic_First,508464061,120,18,102,0.85,20000000.0,4200000.0,102000000.0,122000000.0,29.047619047619047,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.269558,True,20,18
52,Kinetic_First,857592370,67,16,51,0.7611940298507462,20000000.0,2345000.0,51000000.0,71000000.0,30.277185501066096,20,0,16,0,0.8,,0.8,20,all_uavs_neutralized,2026-02-22T17:58:46.270256,True,20,16
53,Kinetic_First,1642661739,141,18,123,0.8723404255319149,20000000.0,4935000.0,123000000.0,143000000.0,28.976697061803446,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.270933,True,20,18
54,Kinetic_First,61136438,133,18,115,0.8646616541353384,20000000.0,4655000.0,115000000.0,135000000.0,29.00107411385607,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.272200,True,20,18
55,Kinetic_First,2075460851,63,19,44,0.6984126984126984,20000000.0,2205000.0,44000000.0,64000000.0,29.024943310657598,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.273535,True,20,19
56,Kinetic_First,396917567,126,19,107,0.8492063492063492,20000000.0,4410000.0,107000000.0,127000000.0,28.798185941043084,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.274862,True,20,19
57,Kinetic_First,2004731384,138,17,121,0.8768115942028986,20000000.0,4830000.0,121000000.0,141000000.0,29.19254658385093,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.276060,True,20,17
58,Kinetic_First,199502978,72,18,54,0.75,20000000.0,2520000.0,54000000.0,74000000.0,29.365079365079364,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.276715,True,20,18
59,Kinetic_First,1545932260,115,17,98,0.8521739130434782,20000000.0,4025000.0,98000000.0,118000000.0,29.316770186335404,20,0,17,0,0.85,,0.85,20,all_uavs_neutralized,2026-02-22T17:58:46.277393,True,20,17
60,Kinetic_First,461901618,120,19,101,0.8416666666666667,20000000.0,4200000.0,101000000.0,121000000.0,28.80952380952381,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.278906,True,20,19
61,Kinetic_First,774414982,120,18,102,0.85,20000000.0,4200000.0,102000000.0,122000000.0,29.047619047619047,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.280338,True,20,18
62,Kinetic_First,732395540,101,16,85,0.8415841584158416,20000000.0,3535000.0,85000000.0,105000000.0,29.702970297029704,20,0,16,0,0.8,,0.8,20,all_uavs_neutralized,2026-02-22T17:58:46.281615,True,20,16
63,Kinetic_First,1934879560,53,19,34,0.6415094339622641,20000000.0,1855000.0,34000000.0,54000000.0,29.110512129380055,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.282790,True,20,19
64,Kinetic_First,279394470,86,18,68,0.7906976744186046,20000000.0,3010000.0,68000000.0,88000000.0,29.235880398671096,20,0,18,0,0.9,,0.9,20,all_uavs_neutralized,2026-02-22T17:58:46.284174,True,20,18
65,Kinetic_First,56972561,97,19,78,0.8041237113402062,20000000.0,3395000.0,78000000.0,98000000.0,28.8659793814433,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.285065,True,20,19
66,Kinetic_First,1927948675,83,15,68,0.8192771084337349,20000000.0,2905000.0,68000000.0,88000000.0,30.292598967297764,20,0,15,0,0.75,,0.75,20,all_uavs_neutralized,2026-02-22T17:58:46.285921,True,20,15
67,Kinetic_First,1899242072,138,19,119,0.8623188405797102,20000000.0,4830000.0,119000000.0,139000000.0,28.77846790890269,20,0,19,0,0.95,,0.95,20,all_uavs_neutralized,2026-02-22T17:58:46.286664,True,20,19
