scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,total_hits
10,Baseline,669991378,68,49,19,0.27941176470588236,51500000.0,2380000.0,19000000.0,70500000.0,29.6218487394958,50,150,45,108,0.9,0.72,0.765,200,all_uavs_neutralized,2026-02-23T23:03:42.521702,True,200,153
11,Baseline,429389014,86,70,16,0.18604651162790697,51500000.0,3010000.0,16000000.0,67500000.0,22.425249169435215,50,150,47,112,0.94,0.7466666666666667,0.795,200,all_uavs_neutralized,2026-02-23T23:03:42.535569,True,200,159
12,Baseline,249467210,133,92,41,0.3082706766917293,51500000.0,4655000.0,41000000.0,92500000.0,19.87110633727175,50,150,43,103,0.86,0.6866666666666666,0.73,200,all_uavs_neutralized,2026-02-23T23:03:42.545790,True,200,146
13,Baseline,1972458954,50,34,16,0.32,51500000.0,1750000.0,16000000.0,67500000.0,38.57142857142857,50,150,43,102,0.86,0.68,0.725,200,all_uavs_neutralized,2026-02-23T23:03:42.555310,True,200,145
14,Baseline,1572714583,66,46,20,0.30303030303030304,51500000.0,2310000.0,20000000.0,71500000.0,30.952380952380953,50,150,47,113,0.94,0.7533333333333333,0.8,200,all_uavs_neutralized,2026-02-23T23:03:42.564700,True,200,160
15,Baseline,1433267572,74,47,27,0.36486486486486486,51500000.0,2590000.0,27000000.0,78500000.0,30.30888030888031,50,150,46,105,0.92,0.7,0.755,200,all_uavs_neutralized,2026-02-23T23:03:42.575779,True,200,151
16,Baseline,434285667,129,94,35,0.2713178294573643,51500000.0,4515000.0,35000000.0,86500000.0,19.158361018826135,50,150,44,108,0.88,0.72,0.76,200,all_uavs_neutralized,2026-02-23T23:03:42.585182,True,200,152
17,Baseline,613608295,74,47,27,0.36486486486486486,51500000.0,2590000.0,27000000.0,78500000.0,30.30888030888031,50,150,41,98,0.82,0.6533333333333333,0.695,200,all_uavs_neutralized,2026-02-23T23:03:42.594663,True,200,139
18,Baseline,893664919,121,84,37,0.30578512396694213,51500000.0,4235000.0,37000000.0,88500000.0,20.89728453364817,50,150,45,102,0.9,0.68,0.735,200,all_uavs_neutralized,2026-02-23T23:03:42.604758,True,200,147
19,Baseline,648061058,143,97,46,0.32167832167832167,51500000.0,5005000.0,46000000.0,97500000.0,19.48051948051948,50,150,45,104,0.9,0.6933333333333334,0.745,200,all_uavs_neutralized,2026-02-23T23:03:42.614353,True,200,149
20,Baseline,88409749,103,76,27,0.2621359223300971,51500000.0,3605000.0,27000000.0,78500000.0,21.7753120665742,50,150,41,110,0.82,0.7333333333333333,0.755,200,all_uavs_neutralized,2026-02-23T23:03:42.623598,True,200,151
21,Baseline,242285876,126,83,43,0.3412698412698413,51500000.0,4410000.0,43000000.0,94500000.0,21.428571428571427,50,150,45,102,0.9,0.68,0.735,200,all_uavs_neutralized,2026-02-23T23:03:42.633014,True,200,147
22,Baseline,2018247425,129,87,42,0.32558139534883723,51500000.0,4515000.0,42000000.0,93500000.0,20.70874861572536,50,150,46,103,0.92,0.6866666666666666,0.745,200,all_uavs_neutralized,2026-02-23T23:03:42.644408,True,200,149
23,Baseline,953477463,74,47,27,0.36486486486486486,51500000.0,2590000.0,27000000.0,78500000.0,30.30888030888031,50,150,47,99,0.94,0.66,0.73,200,all_uavs_neutralized,2026-02-23T23:03:42.653107,True,200,146
24,Baseline,1427830251,93,65,28,0.3010752688172043,51500000.0,3255000.0,28000000.0,79500000.0,24.42396313364055,50,150,46,106,0.92,0.7066666666666667,0.76,200,all_uavs_neutralized,2026-02-23T23:03:42.662902,True,200,152
25,Baseline,1883569565,83,59,24,0.2891566265060241,51500000.0,2905000.0,24000000.0,75500000.0,25.989672977624785,50,150,47,110,0.94,0.7333333333333333,0.785,200,all_uavs_neutralized,2026-02-23T23:03:42.671635,True,200,157
26,Baseline,911989541,74,55,19,0.25675675675675674,51500000.0,2590000.0,19000000.0,70500000.0,27.22007722007722,50,150,43,112,0.86,0.7466666666666667,0.775,200,all_uavs_neutralized,2026-02-23T23:03:42.679859,True,200,155
27,Baseline,3344769,86,64,22,0.2558139534883721,51500000.0,3010000.0,22000000.0,73500000.0,24.41860465116279,50,150,45,112,0.9,0.7466666666666667,0.785,200,all_uavs_neutralized,2026-02-23T23:03:42.688841,True,200,157
28,Baseline,780932287,77,46,31,0.4025974025974026,51500000.0,2695000.0,31000000.0,82500000.0,30.612244897959183,50,150,45,105,0.9,0.7,0.75,200,all_uavs_neutralized,2026-02-23T23:03:42.697892,True,200,150
29,Baseline,2114032571,111,79,32,0.2882882882882883,51500000.0,3885000.0,32000000.0,83500000.0,21.492921492921493,50,150,49,104,0.98,0.6933333333333334,0.765,200,all_uavs_neutralized,2026-02-23T23:03:42.706865,True,200,153
30,Baseline,787716372,140,101,39,0.2785714285714286,51500000.0,4900000.0,39000000.0,90500000.0,18.46938775510204,50,150,40,109,0.8,0.7266666666666667,0.745,200,all_uavs_neutralized,2026-02-23T23:03:42.734511,True,200,149
31,Baseline,504579232,73,49,24,0.3287671232876712,51500000.0,2555000.0,24000000.0,75500000.0,29.549902152641877,50,150,48,110,0.96,0.7333333333333333,0.79,200,all_uavs_neutralized,2026-02-23T23:03:42.758652,True,200,158
32,Baseline,1306710475,69,42,27,0.391304347826087,51500000.0,2415000.0,27000000.0,78500000.0,32.50517598343685,50,150,44,101,0.88,0.6733333333333333,0.725,200,all_uavs_neutralized,2026-02-23T23:03:42.779490,True,200,145
33,Baseline,479546681,54,42,12,0.2222222222222222,51500000.0,1890000.0,12000000.0,63500000.0,33.597883597883595,50,150,44,111,0.88,0.74,0.775,200,all_uavs_neutralized,2026-02-23T23:03:42.794235,True,200,155
34,Baseline,106328085,111,82,29,0.26126126126126126,51500000.0,3885000.0,29000000.0,80500000.0,20.72072072072072,50,150,44,107,0.88,0.7133333333333334,0.755,200,all_uavs_neutralized,2026-02-23T23:03:42.809671,True,200,151
35,Baseline,30349564,75,48,27,0.36,51500000.0,2625000.0,27000000.0,78500000.0,29.904761904761905,50,150,44,99,0.88,0.66,0.715,200,all_uavs_neutralized,2026-02-23T23:03:42.828366,True,200,143
36,Baseline,1855189739,106,75,31,0.29245283018867924,51500000.0,3710000.0,31000000.0,82500000.0,22.237196765498652,50,150,45,104,0.9,0.6933333333333334,0.745,200,all_uavs_neutralized,2026-02-23T23:03:42.841559,True,200,149
37,Baseline,99052376,89,66,23,0.25842696629213485,51500000.0,3115000.0,23000000.0,74500000.0,23.91653290529695,50,150,46,111,0.92,0.74,0.785,200,all_uavs_neutralized,2026-02-23T23:03:42.852883,True,200,157
38,Baseline,1250819632,58,43,15,0.25862068965517243,51500000.0,2030000.0,15000000.0,66500000.0,32.758620689655174,50,150,48,105,0.96,0.7,0.765,200,all_uavs_neutralized,2026-02-23T23:03:42.864200,True,200,153
39,Baseline,106406362,125,77,48,0.384,51500000.0,4375000.0,48000000.0,99500000.0,22.742857142857144,50,150,45,100,0.9,0.6666666666666666,0.725,200,all_uavs_neutralized,2026-02-23T23:03:42.874493,True,200,145
40,Baseline,480404538,141,94,47,0.3333333333333333,51500000.0,4935000.0,47000000.0,98500000.0,19.959473150962513,50,150,43,100,0.86,0.6666666666666666,0.715,200,all_uavs_neutralized,2026-02-23T23:03:42.884320,True,200,143
41,Baseline,1717389822,121,85,36,0.2975206611570248,51500000.0,4235000.0,36000000.0,87500000.0,20.66115702479339,50,150,47,105,0.94,0.7,0.76,200,all_uavs_neutralized,2026-02-23T23:03:42.894918,True,200,152
42,Baseline,599121577,120,77,43,0.35833333333333334,51500000.0,4200000.0,43000000.0,94500000.0,22.5,50,150,47,101,0.94,0.6733333333333333,0.74,200,all_uavs_neutralized,2026-02-23T23:03:42.904088,True,200,148
43,Baseline,200427519,68,44,24,0.35294117647058826,51500000.0,2380000.0,24000000.0,75500000.0,31.722689075630253,50,150,43,97,0.86,0.6466666666666666,0.7,200,all_uavs_neutralized,2026-02-23T23:03:42.913316,True,200,140
44,Baseline,1254751707,88,54,34,0.38636363636363635,51500000.0,3080000.0,34000000.0,85500000.0,27.75974025974026,50,150,40,98,0.8,0.6533333333333333,0.69,200,all_uavs_neutralized,2026-02-23T23:03:42.922622,True,200,138
45,Baseline,2034764475,110,79,31,0.2818181818181818,51500000.0,3850000.0,31000000.0,82500000.0,21.428571428571427,50,150,48,104,0.96,0.6933333333333334,0.76,200,all_uavs_neutralized,2026-02-23T23:03:42.932763,True,200,152
46,Baseline,1573512143,128,93,35,0.2734375,51500000.0,4480000.0,35000000.0,86500000.0,19.308035714285715,50,150,47,110,0.94,0.7333333333333333,0.785,200,all_uavs_neutralized,2026-02-23T23:03:42.942816,True,200,157
47,Baseline,999745294,126,79,47,0.373015873015873,51500000.0,4410000.0,47000000.0,98500000.0,22.335600907029477,50,150,47,95,0.94,0.6333333333333333,0.71,200,all_uavs_neutralized,2026-02-23T23:03:42.952217,True,200,142
48,Baseline,1958805693,147,106,41,0.2789115646258503,51500000.0,5145000.0,41000000.0,92500000.0,17.978620019436345,50,150,48,108,0.96,0.72,0.78,200,all_uavs_neutralized,2026-02-23T23:03:42.962631,True,200,156
49,Baseline,389151677,108,77,31,0.28703703703703703,51500000.0,3780000.0,31000000.0,82500000.0,21.825396825396826,50,150,47,103,0.94,0.6866666666666666,0.75,200,all_uavs_neutralized,2026-02-23T23:03:42.971019,True,200,150
50,Baseline,1224821422,88,60,28,0.3181818181818182,51500000.0,3080000.0,28000000.0,79500000.0,25.81168831168831,50,150,46,106,0.92,0.7066666666666667,0.76,200,all_uavs_neutralized,2026-02-23T23:03:42.979730,True,200,152
51,Baseline,508464061,120,86,34,0.2833333333333333,51500000.0,4200000.0,34000000.0,85500000.0,20.357142857142858,50,150,45,107,0.9,0.7133333333333334,0.76,200,all_uavs_neutralized,2026-02-23T23:03:42.988669,True,200,152
52,Baseline,857592370,67,46,21,0.31343283582089554,51500000.0,2345000.0,21000000.0,72500000.0,30.916844349680172,50,150,46,107,0.92,0.7133333333333334,0.765,200,all_uavs_neutralized,2026-02-23T23:03:42.996943,True,200,153
53,Baseline,1642661739,141,102,39,0.2765957446808511,51500000.0,4935000.0,39000000.0,90500000.0,18.33839918946302,50,150,44,107,0.88,0.7133333333333334,0.755,200,all_uavs_neutralized,2026-02-23T23:03:43.006705,True,200,151
54,Baseline,61136438,133,98,35,0.2631578947368421,51500000.0,4655000.0,35000000.0,86500000.0,18.58216970998926,50,150,47,112,0.94,0.7466666666666667,0.795,200,all_uavs_neutralized,2026-02-23T23:03:43.015572,True,200,159
55,Baseline,2075460851,63,46,17,0.2698412698412698,51500000.0,2205000.0,17000000.0,68500000.0,31.065759637188208,50,150,45,108,0.9,0.72,0.765,200,all_uavs_neutralized,2026-02-23T23:03:43.024601,True,200,153
56,Baseline,396917567,126,91,35,0.2777777777777778,51500000.0,4410000.0,35000000.0,86500000.0,19.614512471655328,50,150,49,110,0.98,0.7333333333333333,0.795,200,all_uavs_neutralized,2026-02-23T23:03:43.035443,True,200,159
57,Baseline,2004731384,138,105,33,0.2391304347826087,51500000.0,4830000.0,33000000.0,84500000.0,17.494824016563147,50,150,44,111,0.88,0.74,0.775,200,all_uavs_neutralized,2026-02-23T23:03:43.044498,True,200,155
58,Baseline,199502978,72,46,26,0.3611111111111111,51500000.0,2520000.0,26000000.0,77500000.0,30.753968253968253,50,150,46,101,0.92,0.6733333333333333,0.735,200,all_uavs_neutralized,2026-02-23T23:03:43.052922,True,200,147
59,Baseline,1545932260,115,75,40,0.34782608695652173,51500000.0,4025000.0,40000000.0,91500000.0,22.732919254658384,50,150,45,100,0.9,0.6666666666666666,0.725,200,all_uavs_neutralized,2026-02-23T23:03:43.061921,True,200,145
60,Baseline,461901618,120,81,39,0.325,51500000.0,4200000.0,39000000.0,90500000.0,21.547619047619047,50,150,41,101,0.82,0.6733333333333333,0.71,200,all_uavs_neutralized,2026-02-23T23:03:43.070353,True,200,142
61,Baseline,774414982,120,88,32,0.26666666666666666,51500000.0,4200000.0,32000000.0,83500000.0,19.88095238095238,50,150,45,109,0.9,0.7266666666666667,0.77,200,all_uavs_neutralized,2026-02-23T23:03:43.078833,True,200,154
62,Baseline,732395540,101,71,30,0.297029702970297,51500000.0,3535000.0,30000000.0,81500000.0,23.055162659123056,50,150,46,106,0.92,0.7066666666666667,0.76,200,all_uavs_neutralized,2026-02-23T23:03:43.087240,True,200,152
63,Baseline,1934879560,53,42,11,0.20754716981132076,51500000.0,1855000.0,11000000.0,62500000.0,33.692722371967655,50,150,44,116,0.88,0.7733333333333333,0.8,200,all_uavs_neutralized,2026-02-23T23:03:43.095829,True,200,160
64,Baseline,279394470,86,60,26,0.3023255813953488,51500000.0,3010000.0,26000000.0,77500000.0,25.74750830564784,50,150,43,96,0.86,0.64,0.695,200,all_uavs_neutralized,2026-02-23T23:03:43.103851,True,200,139
65,Baseline,56972561,97,74,23,0.23711340206185566,51500000.0,3395000.0,23000000.0,74500000.0,21.944035346097202,50,150,45,120,0.9,0.8,0.825,200,all_uavs_neutralized,2026-02-23T23:03:43.112360,True,200,165
66,Baseline,1927948675,83,56,27,0.3253012048192771,51500000.0,2905000.0,27000000.0,78500000.0,27.0223752151463,50,150,44,113,0.88,0.7533333333333333,0.785,200,all_uavs_neutralized,2026-02-23T23:03:43.120285,True,200,157
67,Baseline,1899242072,138,98,40,0.2898550724637681,51500000.0,4830000.0,40000000.0,91500000.0,18.944099378881987,50,150,42,107,0.84,0.7133333333333334,0.745,200,all_uavs_neutralized,2026-02-23T23:03:43.129652,True,200,149
68,Baseline,1999874363,50,33,17,0.34,51500000.0,1750000.0,17000000.0,68500000.0,39.142857142857146,50,150,42,105,0.84,0.7,0.735,200,all_uavs_neutralized,2026-02-23T23:03:43.137274,True,200,147
69,Baseline,271820813,65,43,22,0.3384615384615385,51500000.0,2275000.0,22000000.0,73500000.0,32.30769230769231,50,150,49,107,0.98,0.7133333333333334,0.78,200,all_uavs_neutralized,2026-02-23T23:03:43.146318,True,200,156
70,Baseline,1324556529,103,62,41,0.39805825242718446,51500000.0,3605000.0,41000000.0,92500000.0,25.65880721220527,50,150,46,96,0.92,0.64,0.71,200,all_uavs_neutralized,2026-02-23T23:03:43.154331,True,200,142
71,Baseline,1655351289,92,65,27,0.29347826086956524,51500000.0,3220000.0,27000000.0,78500000.0,24.37888198757764,50,150,38,109,0.76,0.7266666666666667,0.735,200,all_uavs_neutralized,2026-02-23T23:03:43.163671,True,200,147
72,Baseline,1308306184,79,56,23,0.2911392405063291,51500000.0,2765000.0,23000000.0,74500000.0,26.94394213381555,50,150,47,108,0.94,0.72,0.775,200,all_uavs_neutralized,2026-02-23T23:03:43.172134,True,200,155
73,Baseline,68574553,66,46,20,0.30303030303030304,51500000.0,2310000.0,20000000.0,71500000.0,30.952380952380953,50,150,45,109,0.9,0.7266666666666667,0.77,200,all_uavs_neutralized,2026-02-23T23:03:43.180330,True,200,154
74,Baseline,419498548,66,47,19,0.2878787878787879,51500000.0,2310000.0,19000000.0,70500000.0,30.51948051948052,50,150,46,101,0.92,0.6733333333333333,0.735,200,all_uavs_neutralized,2026-02-23T23:03:43.188515,True,200,147
75,Baseline,991681409,92,68,24,0.2608695652173913,51500000.0,3220000.0,24000000.0,75500000.0,23.4472049689441,50,150,42,106,0.84,0.7066666666666667,0.74,200,all_uavs_neutralized,2026-02-23T23:03:43.196880,True,200,148
76,Baseline,791274835,56,41,15,0.26785714285714285,51500000.0,1960000.0,15000000.0,66500000.0,33.92857142857143,50,150,47,100,0.94,0.6666666666666666,0.735,200,all_uavs_neutralized,2026-02-23T23:03:43.205158,True,200,147
77,Baseline,1035196507,95,68,27,0.28421052631578947,51500000.0,3325000.0,27000000.0,78500000.0,23.60902255639098,50,150,43,112,0.86,0.7466666666666667,0.775,200,all_uavs_neutralized,2026-02-23T23:03:43.215300,True,200,155
78,Baseline,1890440558,69,41,28,0.4057971014492754,51500000.0,2415000.0,28000000.0,79500000.0,32.91925465838509,50,150,44,100,0.88,0.6666666666666666,0.72,200,all_uavs_neutralized,2026-02-23T23:03:43.223689,True,200,144
79,Baseline,787110843,126,89,37,0.29365079365079366,51500000.0,4410000.0,37000000.0,88500000.0,20.068027210884352,50,150,41,107,0.82,0.7133333333333334,0.74,200,all_uavs_neutralized,2026-02-23T23:03:43.232421,True,200,148
80,Baseline,524150214,128,88,40,0.3125,51500000.0,4480000.0,40000000.0,91500000.0,20.424107142857142,50,150,45,102,0.9,0.68,0.735,200,all_uavs_neutralized,2026-02-23T23:03:43.241472,True,200,147
81,Baseline,472432043,74,52,22,0.2972972972972973,51500000.0,2590000.0,22000000.0,73500000.0,28.37837837837838,50,150,44,109,0.88,0.7266666666666667,0.765,200,all_uavs_neutralized,2026-02-23T23:03:43.249659,True,200,153
82,Baseline,2126768636,136,92,44,0.3235294117647059,51500000.0,4760000.0,44000000.0,95500000.0,20.063025210084035,50,150,44,103,0.88,0.6866666666666666,0.735,200,all_uavs_neutralized,2026-02-23T23:03:43.258491,True,200,147
83,Baseline,1431061255,111,90,21,0.1891891891891892,51500000.0,3885000.0,21000000.0,72500000.0,18.661518661518663,50,150,47,113,0.94,0.7533333333333333,0.8,200,all_uavs_neutralized,2026-02-23T23:03:43.267007,True,200,160
84,Baseline,147697582,81,61,20,0.24691358024691357,51500000.0,2835000.0,20000000.0,71500000.0,25.220458553791886,50,150,46,117,0.92,0.78,0.815,200,all_uavs_neutralized,2026-02-23T23:03:43.275684,True,200,163
85,Baseline,744595490,81,64,17,0.20987654320987653,51500000.0,2835000.0,17000000.0,68500000.0,24.16225749559083,50,150,49,111,0.98,0.74,0.8,200,all_uavs_neutralized,2026-02-23T23:03:43.284216,True,200,160
86,Baseline,1758017741,103,68,35,0.33980582524271846,51500000.0,3605000.0,35000000.0,86500000.0,23.994452149791954,50,150,43,103,0.86,0.6866666666666666,0.73,200,all_uavs_neutralized,2026-02-23T23:03:43.292831,True,200,146
87,Baseline,1679592528,137,94,43,0.31386861313868614,51500000.0,4795000.0,43000000.0,94500000.0,19.708029197080293,50,150,42,103,0.84,0.6866666666666666,0.725,200,all_uavs_neutralized,2026-02-23T23:03:43.302432,True,200,145
88,Baseline,1111451555,135,96,39,0.28888888888888886,51500000.0,4725000.0,39000000.0,90500000.0,19.15343915343915,50,150,45,106,0.9,0.7066666666666667,0.755,200,all_uavs_neutralized,2026-02-23T23:03:43.311538,True,200,151
89,Baseline,782698033,93,62,31,0.3333333333333333,51500000.0,3255000.0,31000000.0,82500000.0,25.34562211981567,50,150,44,104,0.88,0.6933333333333334,0.74,200,all_uavs_neutralized,2026-02-23T23:03:43.319965,True,200,148
90,Baseline,698027879,127,94,33,0.25984251968503935,51500000.0,4445000.0,33000000.0,84500000.0,19.010123734533185,50,150,49,112,0.98,0.7466666666666667,0.805,200,all_uavs_neutralized,2026-02-23T23:03:43.329042,True,200,161
91,Baseline,1096768899,82,62,20,0.24390243902439024,51500000.0,2870000.0,20000000.0,71500000.0,24.912891986062718,50,150,41,106,0.82,0.7066666666666667,0.735,200,all_uavs_neutralized,2026-02-23T23:03:43.338121,True,200,147
92,Baseline,1338788865,139,95,44,0.31654676258992803,51500000.0,4865000.0,44000000.0,95500000.0,19.630010277492293,50,150,41,101,0.82,0.6733333333333333,0.71,200,all_uavs_neutralized,2026-02-23T23:03:43.346637,True,200,142
93,Baseline,1826030589,135,96,39,0.28888888888888886,51500000.0,4725000.0,39000000.0,90500000.0,19.15343915343915,50,150,44,106,0.88,0.7066666666666667,0.75,200,all_uavs_neutralized,2026-02-23T23:03:43.355395,True,200,150
94,Baseline,86191493,88,58,30,0.3409090909090909,51500000.0,3080000.0,30000000.0,81500000.0,26.461038961038962,50,150,47,104,0.94,0.6933333333333334,0.755,200,all_uavs_neutralized,2026-02-23T23:03:43.364324,True,200,151
95,Baseline,893102645,93,63,30,0.3225806451612903,51500000.0,3255000.0,30000000.0,81500000.0,25.038402457757297,50,150,48,98,0.96,0.6533333333333333,0.73,200,all_uavs_neutralized,2026-02-23T23:03:43.372772,True,200,146
96,Baseline,200619113,90,63,27,0.3,51500000.0,3150000.0,27000000.0,78500000.0,24.92063492063492,50,150,46,103,0.92,0.6866666666666666,0.745,200,all_uavs_neutralized,2026-02-23T23:03:43.381730,True,200,149
97,Baseline,290770691,132,89,43,0.32575757575757575,51500000.0,4620000.0,43000000.0,94500000.0,20.454545454545453,50,150,40,98,0.8,0.6533333333333333,0.69,200,all_uavs_neutralized,2026-02-23T23:03:43.390248,True,200,138
98,Baseline,793943861,144,96,48,0.3333333333333333,51500000.0,5040000.0,48000000.0,99500000.0,19.74206349206349,50,150,43,100,0.86,0.6666666666666666,0.715,200,all_uavs_neutralized,2026-02-23T23:03:43.398903,True,200,143
99,Baseline,134489564,64,50,14,0.21875,51500000.0,2240000.0,14000000.0,65500000.0,29.241071428571427,50,150,45,115,0.9,0.7666666666666667,0.8,200,all_uavs_neutralized,2026-02-23T23:03:43.407024,True,200,160
