episode_rewards,episode_lengths,penetration_rates,cost_exchange_ratios,defense_costs,swarm_sizes,timestamps,episode_count
-1145779038.9869316,200,0.5,151.16265912305516,58720000.0,0,1771776503.9302917,511
-244779710.25351083,200,0.23972602739726026,83.68101761252446,77610000.0,0,1771776503.9621642,511
-2653140965.046864,200,0.6935483870967742,204.84516129032258,72570000.0,0,1771776503.9960577,511
-1707177453.9227893,200,0.5882352941176471,174.53221288515405,57700000.0,0,1771776504.0310493,511
-780884947.1074877,200,0.41304347826086957,128.99068322981367,70700000.0,0,1771776504.0629764,511
-4524179665.647163,200,0.7833698030634574,227.61487964989058,60700000.0,0,1771776504.280799,511
-813894260.0664111,200,0.42696629213483145,131.08988764044943,56690000.0,0,1771776504.4805982,511
-2417086534.594138,200,0.6337579617834395,189.1319381255687,88560000.0,0,1771776504.6887224,511
-3999622955.182208,200,0.7565632458233891,220.57142857142858,64680000.0,0,1771776504.9007473,511
-1567557740.8035786,200,0.5603448275862069,169.7820197044335,78630000.0,0,1771776505.0924618,511
-1863679797.403548,200,0.6197718631178707,183.77512221618684,61650000.0,0,1771776505.2945592,511
-3700799313.2069597,200,0.709832134292566,208.8112367249058,87600000.0,0,1771776505.5162053,511
-1680759613.8490608,200,0.55859375,167.71205357142858,72700000.0,0,1771776505.735242,511
177373083.07886344,200,0.01904761904761905,22.775510204081634,63700000.0,0,1771776505.9449835,511
-3649467683.5634604,200,0.7299270072992701,213.4605491831769,70630000.0,0,1771776506.1439545,511
-3776364962.2800717,200,0.7333333333333333,213.94920634920635,62730000.0,0,1771776506.364337,511
-1450428068.0567951,200,0.5378151260504201,163.45018007202881,81540000.0,0,1771776506.582524,511
-4296400526.914874,200,0.7607223476297968,222.28700419219606,76560000.0,0,1771776506.775826,511
-4409575614.57105,200,0.7714285714285715,224.53437990580846,65710000.0,0,1771776507.0199835,511
228634000.0,200,0.0,17.83535108958838,73660000.0,0,1771776507.238098,511
-1388578205.3343642,200,0.502127659574468,152.7841945288754,76650000.0,0,1771776507.5044916,511
199146000.0,169,0.0,19.0124826629681,68540000.0,0,1771776507.6982982,511
-4345628563.258674,200,0.7647058823529411,223.13289760348584,74630000.0,0,1771776507.932107,511
-3550314085.223492,200,0.7131979695431472,209.6127628716461,80560000.0,0,1771776508.168698,511
-1231934354.730374,200,0.48444444444444446,148.89904761904762,82580000.0,0,1771776508.403574,511
-2640318145.671618,200,0.6867088607594937,202.13200723327304,65580000.0,0,1771776508.6208935,511
-3740408663.394021,200,0.7239709443099274,211.94742303701142,73700000.0,0,1771776508.8482692,511
-522710994.53350794,200,0.345679012345679,109.64726631393297,61700000.0,0,1771776509.0611794,511
17497398.55798909,200,0.11851851851851852,50.71111111111111,79610000.0,0,1771776509.2947931,511
-4396153412.259613,200,0.7381443298969073,215.82739322533138,83670000.0,0,1771776509.5265005,511
