episode_rewards,episode_lengths,penetration_rates,cost_exchange_ratios,defense_costs,swarm_sizes,timestamps,episode_count
-421591083.2282952,200,0.47029702970297027,62.053748231966054,58720000.0,0,1771769497.3663197,5000
-435866876.60242295,200,0.4416243654822335,61.72733865119652,77610000.0,0,1771769497.4136233,5000
-1214831839.0355568,200,0.6828571428571428,83.96489795918367,72570000.0,0,1771769497.4636052,5000
-1342501479.6940312,200,0.7154929577464789,86.41448692152917,57700000.0,0,1771769497.5109227,5000
-1506805322.3592713,200,0.7245657568238213,87.8199220134704,70700000.0,0,1771769497.551293,5000
-1672323028.7700152,200,0.7566265060240964,90.71876075731497,61690000.0,0,1771769497.789066,5000
-196083025.31450814,200,0.31543624161073824,47.11025886864813,57680000.0,0,1771769498.0588977,5000
-215033239.12176377,200,0.31097560975609756,50.44947735191638,85580000.0,0,1771769498.3905091,5000
-1452492348.0085974,200,0.7263681592039801,87.46979388770434,62700000.0,0,1771769498.5748632,5000
-1254626341.036532,200,0.6759776536312849,83.37110933758979,76640000.0,0,1771769498.759856,5000
-1220295260.9834254,200,0.6892307692307692,84.0167032967033,59690000.0,0,1771769498.9435039,5000
-1420318702.38756,200,0.6985294117647058,85.47478991596638,80580000.0,0,1771769499.1361496,5000
-1445466058.6742742,200,0.6984126984126984,85.0907029478458,69750000.0,0,1771769499.3180585,5000
-109399634.05384718,200,0.22413793103448276,41.79064039408867,65670000.0,0,1771769499.5051491,5000
-1426474427.2531776,200,0.7259887005649718,88.26876513317191,65650000.0,0,1771769499.6831017,5000
-435009996.13421124,200,0.46226415094339623,61.4177897574124,63720000.0,0,1771769499.8698866,5000
-305592314.70003617,200,0.38323353293413176,56.55260906757913,74550000.0,0,1771769500.04233,5000
-927138202.7400457,200,0.6397058823529411,80.31617647058823,68610000.0,0,1771769500.23842,5000
-513002682.1824861,200,0.49056603773584906,64.25606469002696,60780000.0,0,1771769500.4221668,5000
-135136512.80862063,200,0.225,42.30238095238095,69670000.0,0,1771769500.621153,5000
-818411574.7468309,200,0.5862068965517241,74.35172413793103,74670000.0,0,1771769500.8292701,5000
-100174187.12266648,200,0.2074074074074074,38.85925925925926,71610000.0,0,1771769501.1213093,5000
-835963397.8408737,200,0.5913978494623656,74.82642089093702,70680000.0,0,1771769501.3638248,5000
-352773568.4109859,200,0.40540540540540543,59.23397683397683,83540000.0,0,1771769501.618453,5000
-594291679.1223048,200,0.5283018867924528,68.95687331536388,63660000.0,0,1771769501.845726,5000
-938532786.351145,200,0.6323024054982818,78.61561119293079,64700000.0,0,1771769502.062706,5000
-1035897582.6238761,200,0.6644951140065146,81.31596091205212,57740000.0,0,1771769502.278323,5000
-1088695709.5815032,200,0.6656534954407295,82.3812418584455,72620000.0,0,1771769502.4921257,5000
-105153527.36483161,200,0.2184873949579832,41.714285714285715,69740000.0,0,1771769502.6820478,5000
-1324578907.3772504,200,0.7032967032967034,85.99764521193093,71610000.0,0,1771769502.895678,5000
-1009874158.6152596,200,0.6253968253968254,78.51882086167801,77670000.0,0,1771769503.1632156,5000
-1496653483.4377306,200,0.7218225419664268,88.28365878725592,84500000.0,0,1771769503.4216886,5000
-965713414.5681945,200,0.6295081967213115,80.14519906323186,87550000.0,0,1771769503.7212682,5000
-1350574535.1453195,200,0.6883116883116883,84.28051948051949,75680000.0,0,1771769503.9737065,5000
-479725711.81328005,200,0.4933920704845815,64.7803650094399,66680000.0,0,1771769504.2161925,5000
-491307260.2780577,200,0.4876847290640394,64.13652357494722,59690000.0,0,1771769504.468889,5000
-486198682.6856613,200,0.4792626728110599,64.33706385780118,72640000.0,0,1771769504.7066362,5000
-1814797388.480325,200,0.7702702702702703,91.93500643500643,60670000.0,0,1771769504.9204562,5000
-1534963823.7410314,200,0.7164179104477612,87.4001421464108,77720000.0,0,1771769505.1650238,5000
-1667739818.935378,200,0.7357630979498861,88.6879271070615,70690000.0,0,1771769505.3775518,5000
-84647756.69202846,200,0.20168067226890757,39.55102040816327,68730000.0,0,1771769505.5765913,5000
-1411761597.439655,200,0.6910994764397905,84.12789827973074,68790000.0,0,1771769505.7873864,5000
-1906003741.7308264,200,0.7891304347826087,94.19875776397515,64600000.0,0,1771769505.9940193,5000
-1795286169.746635,200,0.7754137115839244,93.04829449510301,65580000.0,0,1771769506.1874592,5000
-1216339021.8874938,200,0.6764705882352942,83.5016806722689,73670000.0,0,1771769506.398584,5000
-1932743387.9208293,200,0.7782515991471215,93.18367346938776,69610000.0,0,1771769506.5822604,5000
-32446089.754354708,200,0.16666666666666666,37.99159663865546,67630000.0,0,1771769506.776394,5000
-533702366.273166,200,0.49321266968325794,65.12475759534583,67740000.0,0,1771769506.9873157,5000
-119598566.53638738,200,0.22758620689655173,39.73990147783251,69680000.0,0,1771769507.1708815,5000
-1080636017.2402296,200,0.6582278481012658,80.89783001808318,62730000.0,0,1771769507.410918,5000
-1254846095.7277443,200,0.7029411764705882,85.52100840336135,61700000.0,0,1771769508.0916712,5000
-432198145.6464263,200,0.46153846153846156,64.19521654815773,88550000.0,0,1771769508.3514702,5000
-1900369203.6018524,200,0.754880694143167,90.47412457390766,67800000.0,0,1771769508.6323862,5000
-114733198.299995,200,0.22556390977443608,38.816326530612244,60690000.0,0,1771769508.879854,5000
-1237985275.1466813,200,0.6837349397590361,84.39845094664372,72710000.0,0,1771769509.156567,5000
-995407301.5811932,200,0.6455696202531646,81.14737793851718,81490000.0,0,1771769509.446613,5000
-486937392.093593,200,0.4790697674418605,64.40664451827243,72660000.0,0,1771769509.7720644,5000
-1875314734.4729266,200,0.7589098532494759,90.79305181191974,67790000.0,0,1771769510.1034162,5000
-1809182162.9775746,200,0.755939524838013,90.51218759642086,66750000.0,0,1771769510.3712158,5000
-1263185174.3039608,200,0.6929824561403509,84.6048454469507,64720000.0,0,1771769510.6556299,5000
-1280000215.946609,200,0.7138888888888889,86.55714285714286,62620000.0,0,1771769510.9350724,5000
-1655345145.4613504,200,0.7469287469287469,90.18181818181819,68640000.0,0,1771769511.186357,5000
-648665626.5246133,200,0.5539033457249071,69.9660116834838,62730000.0,0,1771769511.4029646,5000
-243672571.16781506,200,0.3270440251572327,49.716082659478886,68670000.0,0,1771769511.6399527,5000
-888992813.6173081,200,0.6118881118881119,77.48651348651349,75640000.0,0,1771769511.8614209,5000
-353375271.65573615,200,0.40641711229946526,56.34071810542399,64750000.0,0,1771769512.0824733,5000
-1253217734.2193265,200,0.6927536231884058,85.02111801242236,70630000.0,0,1771769512.3327682,5000
