episode_rewards,episode_lengths,penetration_rates,cost_exchange_ratios,defense_costs,swarm_sizes,timestamps,episode_count
-8994203.43788591,200,0.47029702970297027,28.46110325318246,58720000.0,0,1771766629.830213,5000
10534400.085479632,200,0.43137254901960786,29.357142857142858,77610000.0,0,1771766629.86378,5000
-229235879.36857015,200,0.6893203883495146,36.25242718446602,72570000.0,0,1771766629.8977108,5000
-487512685.583076,200,0.8052208835341366,37.819850831899025,57700000.0,0,1771766629.9332566,5000
-185709268.00764352,200,0.6605504587155964,34.4866754041066,70700000.0,0,1771766629.9659095,5000
-319551875.87495196,200,0.7537688442211056,36.66188083273511,60700000.0,0,1771766630.2093372,5000
78043820.7556167,200,0.21212121212121213,21.361471861471863,56690000.0,0,1771766630.399896,5000
-408200365.2771197,200,0.7734939759036145,38.90327022375215,83570000.0,0,1771766630.5770764,5000
-149678973.81256044,200,0.6334519572953736,33.62582613116421,63710000.0,0,1771766630.7285476,5000
-160335848.89273056,200,0.6317460317460317,34.11609977324263,77630000.0,0,1771766630.8905518,5000
-320330020.57616633,200,0.7536945812807881,36.361717100633356,57700000.0,0,1771766631.0643516,5000
-173936173.57867998,200,0.6379821958456974,34.2585841458245,81580000.0,0,1771766631.2428043,5000
-293286556.6654176,200,0.707196029776675,35.18326834455867,68760000.0,0,1771766631.4389017,5000
-125099106.29651077,200,0.6236162361623616,33.542435424354245,64650000.0,0,1771766631.6198742,5000
-135662465.5333095,200,0.6178571428571429,32.977551020408164,63680000.0,0,1771766631.7795243,5000
46445191.56223968,200,0.20754716981132076,26.601078167115904,65690000.0,0,1771766631.9726005,5000
-184187890.19292563,200,0.6554054054054054,35.189189189189186,73560000.0,0,1771766632.2083526,5000
4994481.617588848,200,0.4046242774566474,28.67382328654005,68620000.0,0,1771766632.3858757,5000
-408620566.7892564,200,0.7705263157894737,36.7981954887218,62770000.0,0,1771766632.558222,5000
-312730801.16189677,200,0.7410256410256411,36.64322344322344,66680000.0,0,1771766632.7387404,5000
-137042143.96580338,200,0.59375,32.95337301587302,75670000.0,0,1771766632.9132376,5000
-4864447.205248728,200,0.3902439024390244,29.029616724738677,70630000.0,0,1771766633.1030066,5000
-134796341.6786282,200,0.6167247386759582,33.56495769039323,71660000.0,0,1771766633.3136144,5000
-5710049.419411898,200,0.4032258064516129,29.961597542242703,82550000.0,0,1771766633.4919016,5000
-198387170.76695943,200,0.6930091185410334,35.141120277898395,62650000.0,0,1771766633.6721804,5000
-51613140.15180506,200,0.5443548387096774,30.669354838709676,63710000.0,0,1771766633.832255,5000
-242381598.63075125,200,0.7057142857142857,35.121632653061226,59740000.0,0,1771766634.0230567,5000
-382076323.05402136,200,0.7614678899082569,37.32830930537352,71630000.0,0,1771766634.2236035,5000
-353272508.2195685,200,0.7415254237288136,36.24152542372882,73710000.0,0,1771766634.446705,5000
-240682679.15080422,200,0.7005494505494505,35.489010989010985,69630000.0,0,1771766634.63425,5000
49641095.838655226,200,0.16831683168316833,27.773691654879773,72680000.0,0,1771766634.812041,5000
46386217.55089992,200,0.27388535031847133,28.200181983621473,90460000.0,0,1771766634.9966455,5000
-8367436.573254719,200,0.4175257731958763,30.938144329896907,88570000.0,0,1771766635.1748707,5000
59813471.589791715,200,0.3179190751445087,25.46655656482246,71700000.0,0,1771766635.3760664,5000
-414588953.13630503,200,0.7720430107526882,37.244239631336406,67650000.0,0,1771766635.5473344,5000
-240224156.7009922,200,0.7067448680351907,35.04147465437788,56720000.0,0,1771766635.7249117,5000
-67765029.99916287,200,0.49261083743842365,32.03518648838846,77610000.0,0,1771766635.9149148,5000
-28738225.564173788,200,0.4690721649484536,29.039764359351988,60680000.0,0,1771766636.11179,5000
77626210.83740374,200,0.28888888888888886,24.242857142857144,74730000.0,0,1771766636.3150387,5000
-26863329.34047319,200,0.4444444444444444,29.251082251082252,70710000.0,0,1771766636.4995239,5000
-300500057.5855468,200,0.7161125319693095,35.93058092802338,71710000.0,0,1771766636.682482,5000
-48729106.40259652,200,0.5168067226890757,30.04561824729892,65780000.0,0,1771766636.8667417,5000
-354125791.63690686,200,0.7619047619047619,37.04761904761905,64600000.0,0,1771766637.0586383,5000
14186077.70264639,200,0.3803680981595092,28.319018404907975,68560000.0,0,1771766637.2652206,5000
-203373625.20381552,200,0.6576576576576577,34.593736593736594,74690000.0,0,1771766637.449012,5000
64118765.26993665,200,0.273972602739726,24.57925636007828,65600000.0,0,1771766637.6237593,5000
-466174171.193882,200,0.790650406504065,37.98664343786295,70630000.0,0,1771766637.7967873,5000
-105894681.22779098,200,0.5653846153846154,31.45824175824176,65770000.0,0,1771766637.9782374,5000
-246744140.12617034,200,0.700507614213198,35.002900652646844,68690000.0,0,1771766638.1803737,5000
-518032078.4471105,200,0.7991967871485943,37.907630522088354,63730000.0,0,1771766638.3820417,5000
-35857103.27434778,200,0.47619047619047616,30.033257747543463,63670000.0,0,1771766638.9752083,5000
47184031.74170025,200,0.2191780821917808,26.528375733855185,87560000.0,0,1771766639.165139,5000
7249701.733814567,200,0.43457943925233644,27.811748998664886,68810000.0,0,1771766639.3687205,5000
59142068.43698583,200,0.31125827814569534,24.440870387890257,58670000.0,0,1771766639.5538974,5000
-300759366.74152505,200,0.7096774193548387,36.07680491551459,73720000.0,0,1771766639.7268214,5000
-315473315.6468603,200,0.7334963325183375,37.19734544184422,82480000.0,0,1771766639.9062004,5000
-366316221.5167861,200,0.7557603686635944,37.30414746543779,74650000.0,0,1771766640.1882157,5000
-139982408.59280035,200,0.6158730158730159,32.54512471655329,67810000.0,0,1771766640.4012718,5000
53038039.65285431,200,0.2582781456953642,23.69725638599811,66740000.0,0,1771766640.6032236,5000
13423063.043606207,200,0.3989071038251366,27.3551912568306,65710000.0,0,1771766640.7933848,5000
65064296.139334336,200,0.16666666666666666,24.235449735449734,64610000.0,0,1771766641.005019,5000
50533514.011630684,200,0.2638888888888889,24.732142857142858,67650000.0,0,1771766641.2292175,5000
-187286474.67388222,200,0.6728971962616822,34.864263462394305,67700000.0,0,1771766641.4686344,5000
54124756.79238799,200,0.2638888888888889,24.34325396825397,65690000.0,0,1771766641.6710317,5000
-345389755.6890065,200,0.7482837528604119,36.88460281137627,73650000.0,0,1771766641.9006994,5000
-140255460.55310446,200,0.6188811188811189,32.693306693306695,61760000.0,0,1771766642.0780644,5000
-360086081.8751424,200,0.7467532467532467,36.24860853432282,68640000.0,0,1771766642.277923,5000
-106301557.86485273,200,0.6014492753623188,32.06832298136646,60780000.0,0,1771766642.464867,5000
-348110845.64642036,200,0.7541371158392435,36.5531914893617,62670000.0,0,1771766642.6763742,5000
1077252.8206131458,200,0.2743362831858407,29.853350189633375,71570000.0,0,1771766642.835136,5000
-221211188.54513687,200,0.6707692307692308,35.30549450549451,74600000.0,0,1771766643.0006506,5000
-89840180.30835326,200,0.5402843601895735,31.90521327014218,64620000.0,0,1771766643.182919,5000
-356222913.0515936,200,0.7642679900744417,37.54555122297058,67580000.0,0,1771766643.3788655,5000
56063122.292758636,200,0.16,25.888571428571428,66610000.0,0,1771766643.5788283,5000
-248540248.86374664,200,0.6983240223463687,35.41021548284118,68690000.0,0,1771766643.7469358,5000
-51959747.44874723,200,0.5,30.222077922077922,67710000.0,0,1771766643.9184525,5000
-38520400.31050862,200,0.4950980392156863,30.140056022408963,63700000.0,0,1771766644.1016614,5000
-278179372.3717077,200,0.6813471502590673,35.61584011843079,86670000.0,0,1771766644.3049512,5000
-245762941.62196767,200,0.7019498607242339,35.70155192996419,70590000.0,0,1771766644.476458,5000
18913739.998319834,200,0.33962264150943394,27.78436657681941,73620000.0,0,1771766644.672768,5000
-331914432.0651262,200,0.75,36.82621502209131,63600000.0,0,1771766644.8433554,5000
-57652045.82930137,200,0.5189873417721519,30.884870403857747,71690000.0,0,1771766645.0505939,5000
33861905.20254694,200,0.2231404958677686,26.729634002361276,72700000.0,0,1771766645.2221632,5000
-319676168.463462,200,0.7475,37.145714285714284,71540000.0,0,1771766645.4002743,5000
-14089220.995490745,200,0.43478260869565216,28.677018633540374,64680000.0,0,1771766645.566212,5000
