scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,total_hits
0,Adaptive_10pct_Baseline,1608637542,141,0,141,1.0,0.0,4935000.0,141000000.0,141000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.715750,True,0,0
1,Adaptive_10pct_Baseline,1273642419,274,0,274,1.0,0.0,9590000.0,274000000.0,274000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.716382,True,0,0
2,Adaptive_10pct_Baseline,1935803228,442,0,442,1.0,0.0,15470000.0,442000000.0,442000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.717067,True,0,0
3,Adaptive_10pct_Baseline,787846414,388,0,388,1.0,0.0,13580000.0,388000000.0,388000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.719322,True,0,0
4,Adaptive_10pct_Baseline,996406378,337,0,337,1.0,0.0,11795000.0,337000000.0,337000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.721043,True,0,0
5,Adaptive_10pct_Baseline,1201263687,313,0,313,1.0,0.0,10955000.0,313000000.0,313000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.722035,True,0,0
6,Adaptive_10pct_Baseline,423734972,240,0,240,1.0,0.0,8400000.0,240000000.0,240000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.722617,True,0,0
7,Adaptive_10pct_Baseline,415968276,111,0,111,1.0,0.0,3885000.0,111000000.0,111000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.723075,True,0,0
8,Adaptive_10pct_Baseline,670094950,268,0,268,1.0,0.0,9380000.0,268000000.0,268000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.723573,True,0,0
9,Adaptive_10pct_Baseline,1914837113,236,0,236,1.0,0.0,8260000.0,236000000.0,236000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.724051,True,0,0
10,Adaptive_10pct_Baseline,669991378,215,0,215,1.0,0.0,7525000.0,215000000.0,215000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.724550,True,0,0
11,Adaptive_10pct_Baseline,429389014,264,0,264,1.0,0.0,9240000.0,264000000.0,264000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.725035,True,0,0
12,Adaptive_10pct_Baseline,249467210,141,0,141,1.0,0.0,4935000.0,141000000.0,141000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.725789,True,0,0
13,Adaptive_10pct_Baseline,1972458954,356,0,356,1.0,0.0,12460000.0,356000000.0,356000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.726305,True,0,0
14,Adaptive_10pct_Baseline,1572714583,500,0,500,1.0,0.0,17500000.0,500000000.0,500000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.726829,True,0,0
15,Adaptive_10pct_Baseline,1433267572,252,0,252,1.0,0.0,8820000.0,252000000.0,252000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.727307,True,0,0
16,Adaptive_10pct_Baseline,434285667,307,0,307,1.0,0.0,10745000.0,307000000.0,307000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.727802,True,0,0
17,Adaptive_10pct_Baseline,613608295,252,0,252,1.0,0.0,8820000.0,252000000.0,252000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.728278,True,0,0
18,Adaptive_10pct_Baseline,893664919,171,0,171,1.0,0.0,5985000.0,171000000.0,171000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.728741,True,0,0
19,Adaptive_10pct_Baseline,648061058,460,0,460,1.0,0.0,16100000.0,460000000.0,460000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.729259,True,0,0
20,Adaptive_10pct_Baseline,88409749,153,0,153,1.0,0.0,5355000.0,153000000.0,153000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.729723,True,0,0
21,Adaptive_10pct_Baseline,242285876,304,0,304,1.0,0.0,10640000.0,304000000.0,304000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.730209,True,0,0
22,Adaptive_10pct_Baseline,2018247425,307,0,307,1.0,0.0,10745000.0,307000000.0,307000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.730700,True,0,0
23,Adaptive_10pct_Baseline,953477463,380,0,380,1.0,0.0,13300000.0,380000000.0,380000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.731230,True,0,0
24,Adaptive_10pct_Baseline,1427830251,271,0,271,1.0,0.0,9485000.0,271000000.0,271000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.731725,True,0,0
25,Adaptive_10pct_Baseline,1883569565,216,0,216,1.0,0.0,7560000.0,216000000.0,216000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.732200,True,0,0
26,Adaptive_10pct_Baseline,911989541,348,0,348,1.0,0.0,12180000.0,348000000.0,348000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.732704,True,0,0
27,Adaptive_10pct_Baseline,3344769,275,0,275,1.0,0.0,9625000.0,275000000.0,275000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.733497,True,0,0
28,Adaptive_10pct_Baseline,780932287,166,0,166,1.0,0.0,5810000.0,166000000.0,166000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.734592,True,0,0
29,Adaptive_10pct_Baseline,2114032571,417,0,417,1.0,0.0,14595000.0,417000000.0,417000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.735466,True,0,0
30,Adaptive_10pct_Baseline,787716372,215,0,215,1.0,0.0,7525000.0,215000000.0,215000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.736742,True,0,0
31,Adaptive_10pct_Baseline,504579232,123,0,123,1.0,0.0,4305000.0,123000000.0,123000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.737684,True,0,0
32,Adaptive_10pct_Baseline,1306710475,247,0,247,1.0,0.0,8645000.0,247000000.0,247000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.738417,True,0,0
33,Adaptive_10pct_Baseline,479546681,360,0,360,1.0,0.0,12600000.0,360000000.0,360000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.739077,True,0,0
34,Adaptive_10pct_Baseline,106328085,161,0,161,1.0,0.0,5635000.0,161000000.0,161000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.739633,True,0,0
35,Adaptive_10pct_Baseline,30349564,342,0,342,1.0,0.0,11970000.0,342000000.0,342000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.740139,True,0,0
36,Adaptive_10pct_Baseline,1855189739,472,0,472,1.0,0.0,16520000.0,472000000.0,472000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.740656,True,0,0
37,Adaptive_10pct_Baseline,99052376,461,0,461,1.0,0.0,16135000.0,461000000.0,461000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.741173,True,0,0
38,Adaptive_10pct_Baseline,1250819632,204,0,204,1.0,0.0,7140000.0,204000000.0,204000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.741644,True,0,0
39,Adaptive_10pct_Baseline,106406362,467,0,467,1.0,0.0,16345000.0,467000000.0,467000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.742157,True,0,0
40,Adaptive_10pct_Baseline,480404538,447,0,447,1.0,0.0,15645000.0,447000000.0,447000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.742668,True,0,0
41,Adaptive_10pct_Baseline,1717389822,427,0,427,1.0,0.0,14945000.0,427000000.0,427000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.743174,True,0,0
42,Adaptive_10pct_Baseline,599121577,165,0,165,1.0,0.0,5775000.0,165000000.0,165000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.743637,True,0,0
43,Adaptive_10pct_Baseline,200427519,246,0,246,1.0,0.0,8610000.0,246000000.0,246000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.744104,True,0,0
44,Adaptive_10pct_Baseline,1254751707,394,0,394,1.0,0.0,13790000.0,394000000.0,394000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.744604,True,0,0
45,Adaptive_10pct_Baseline,2034764475,272,0,272,1.0,0.0,9520000.0,272000000.0,272000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.745078,True,0,0
46,Adaptive_10pct_Baseline,1573512143,434,0,434,1.0,0.0,15190000.0,434000000.0,434000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.745583,True,0,0
47,Adaptive_10pct_Baseline,999745294,304,0,304,1.0,0.0,10640000.0,304000000.0,304000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.746065,True,0,0
48,Adaptive_10pct_Baseline,1958805693,197,0,197,1.0,0.0,6895000.0,197000000.0,197000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.746555,True,0,0
49,Adaptive_10pct_Baseline,389151677,414,0,414,1.0,0.0,14490000.0,414000000.0,414000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.747070,True,0,0
50,Adaptive_10pct_Baseline,1224821422,394,0,394,1.0,0.0,13790000.0,394000000.0,394000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.747581,True,0,0
51,Adaptive_10pct_Baseline,508464061,298,0,298,1.0,0.0,10430000.0,298000000.0,298000000.0,28.571428571428573,0,0,0,0,,,,20,all_uavs_neutralized,2026-01-17T16:19:51.748066,True,0,0
