n_drones,num_units,missiles_per_unit_avg,priority_strategy,weather_factor,terrain_factor,radar_jam,comm_jam_level,temp_factor,system_latency,resource_failure,formation,num_detected,detection_rate,num_intercepted,num_passed,success_rate,civil_risk,missiles_used
101,8,10.0,most_threat,0.8677561605837445,0.75,0.05293922898513778,0.041574339034527924,0.9180743763954209,0.06837553187831635,0,tight,25,0.24752475247524752,13,88,0.12871287128712872,0.6571314443032995,25
76,8,10.0,most_threat,0.9655153775493037,0.75,0.06063994423146553,0.7112894118438569,0.8953145428790714,1.4967117073314795,0,tight,25,0.32894736842105265,14,62,0.18421052631578946,0.6205475904609562,25
67,8,10.0,most_threat,0.9723296299960457,0.75,0.031771760975237776,0.13104236124968235,0.8395760142845797,0.562785964344326,0,tight,25,0.373134328358209,11,56,0.16417910447761194,0.6096017251464199,25
72,8,10.0,most_threat,0.669799394559182,0.75,0.07207935945804546,0.3759652161511818,0.8634993435178204,0.17227154309807258,0,medium,20,0.2777777777777778,4,68,0.05555555555555555,0.7264082723617193,20
109,8,10.0,most_threat,0.8734369700887477,0.75,0.07205860859479576,0.1396381543412088,0.9253955467660996,0.21225083712980486,0,spread,42,0.3853211009174312,14,95,0.12844036697247707,0.6484358031259061,42
64,8,10.0,most_threat,0.8479591807041391,0.75,0.10745610005673382,0.4864891192762869,0.8797660234924224,0.7071822919146371,0,tight,18,0.28125,6,58,0.09375,0.670962628298934,18
124,8,10.0,most_threat,0.9479249463255692,0.75,0.12486514305179128,0.1580536956136343,0.9472655323894859,1.948485051043473,0,spread,38,0.3064516129032258,19,105,0.1532258064516129,0.6276627721880437,38
111,8,10.0,most_threat,0.6672763137713018,0.75,0.18319761668440482,0.1968413219854722,0.8476737920584325,0.07147710345493508,0,medium,31,0.27927927927927926,9,102,0.08108108108108109,0.6814924722191041,31
101,8,10.0,most_threat,0.9787159106900636,0.75,0.012345755453758869,0.2206113593568462,0.9383453562317983,1.9930441438493447,0,spread,36,0.3564356435643564,12,89,0.1188118811881188,0.6520660002891947,36
138,8,10.0,most_threat,0.8851012008239726,0.75,0.04148939038714202,0.09227333827578284,0.8021415775244366,0.8578581180338349,0,medium,55,0.39855072463768115,15,123,0.10869565217391304,0.6725148088437043,55
144,8,10.0,most_threat,0.9465351587834208,0.75,0.09351971822998571,0.6801991411864888,0.8349477002064346,1.821207403549437,0,spread,59,0.4097222222222222,24,120,0.16666666666666666,0.6216335298451753,59
104,8,10.0,most_threat,0.9734352209664853,0.75,0.13032738195182195,0.5161839419909795,0.9037095862120638,1.1738902886286402,0,tight,42,0.40384615384615385,17,87,0.16346153846153846,0.6467203368585064,42
102,8,10.0,most_threat,0.878368115504519,0.75,0.09727970004790824,0.20043067653163235,0.9140251510571678,1.7043124166158783,0,spread,39,0.38235294117647056,15,87,0.14705882352941177,0.6312531515495583,39
78,8,10.0,most_threat,0.8104472640190186,0.75,0.13577857590837747,0.2084430271211238,0.8966635124158817,0.6608358547213231,0,spread,25,0.32051282051282054,10,68,0.1282051282051282,0.653500004999535,25
115,8,10.0,most_threat,0.8735179576556241,0.75,0.06686970168301393,0.04244941551289777,0.9641801680713384,1.8603437245505028,0,medium,44,0.3826086956521739,16,99,0.1391304347826087,0.6493183749722694,44
91,8,10.0,most_threat,0.653539515832118,0.75,0.19671942591291317,0.061022457928631806,0.8966829774113543,0.9219313524640305,0,medium,20,0.21978021978021978,4,87,0.04395604395604396,0.71717423312777,20
92,8,10.0,most_threat,0.7888036910290545,0.75,0.09749932299300533,0.3617763885917442,0.8294488732167038,1.7181480321797937,0,tight,22,0.2391304347826087,8,84,0.08695652173913043,0.671681898415792,22
148,8,10.0,most_threat,0.9583425702884887,0.75,0.12951674920353884,0.3900966036717407,0.9794232658111526,0.5860636591845938,0,spread,49,0.3310810810810811,24,124,0.16216216216216217,0.6296697609636701,49
96,8,10.0,most_threat,0.788675795848527,0.75,0.12287673557853473,0.6531155895008849,0.9629456639052334,0.6237748063772361,0,spread,35,0.3645833333333333,10,86,0.10416666666666667,0.6740015320876603,35
103,8,10.0,most_threat,0.6291982396908518,0.75,0.030135244663088437,0.6168272981560744,0.9518038105505817,0.7210394417085291,0,tight,20,0.1941747572815534,6,97,0.05825242718446602,0.6957878744105496,20
131,8,10.0,most_threat,0.9764227639686919,0.75,0.0440955399045307,0.2384901946251925,0.9512847773733212,1.7002737782468018,0,spread,72,0.549618320610687,36,95,0.2748091603053435,0.5494211345249073,71
86,8,10.0,most_threat,0.8620526276511862,0.75,0.17042421632698723,0.23951601743763828,0.8645303630872949,0.6873705036160496,0,tight,19,0.22093023255813954,6,80,0.06976744186046512,0.67185473041655,19
109,8,10.0,most_threat,0.6681617879804004,0.75,0.1398692107140322,0.5094106250510103,0.8987192870866746,1.490171861305498,0,tight,22,0.2018348623853211,1,108,0.009174311926605505,0.7327611852722152,22
147,8,10.0,most_threat,0.6811559622116904,0.75,0.09593172791064761,0.15583510807073733,0.8826317878503398,1.9709925103785337,0,medium,42,0.2857142857142857,12,135,0.08163265306122448,0.6867161785488851,42
72,8,10.0,most_threat,0.761878522685786,0.75,0.12959045498704558,0.3875526359117569,0.9447449169040305,0.009891541858348951,0,spread,21,0.2916666666666667,7,65,0.09722222222222222,0.6895056185799189,21
89,8,10.0,most_threat,0.7983224183642952,0.75,0.17058357756931944,0.28952431851027655,0.9112153709987701,0.5203352610060379,0,tight,31,0.34831460674157305,11,78,0.12359550561797752,0.654418156110704,31
132,8,10.0,most_threat,0.9473221492979146,0.75,0.044627057971123776,0.05880417422276353,0.9656805358644077,1.9845479223774942,0,tight,50,0.3787878787878788,20,112,0.15151515151515152,0.6336144582632022,50
103,8,10.0,most_threat,0.9494435645630754,0.75,0.1164749164382834,0.4739198766794786,0.9291111815736857,1.6559025365804703,0,spread,34,0.3300970873786408,16,87,0.1553398058252427,0.6363170626146917,34
64,8,10.0,most_threat,0.9370842657781374,0.75,0.05678888371479571,0.15359903349654716,0.8111862843117783,1.2650928080388748,0,medium,34,0.53125,8,56,0.125,0.6649013341764297,34
94,8,10.0,most_threat,0.7107568435022187,0.75,0.02277448225890575,0.19904567118954988,0.8904306620051561,0.30458989631285394,0,spread,32,0.3404255319148936,5,89,0.05319148936170213,0.7043038806979383,32
109,8,10.0,most_threat,0.863150923760628,0.75,0.23992094846492082,0.1816115519556496,0.8625601646728549,0.9146101487352127,0,tight,18,0.1651376146788991,7,102,0.06422018348623854,0.7021160045833976,18
112,8,10.0,most_threat,0.8192627315902448,0.75,0.08881759198607454,0.10213353647541204,0.9074495560385611,0.9598657341273349,0,spread,39,0.3482142857142857,16,96,0.14285714285714285,0.6322862489455073,39
51,8,10.0,most_threat,0.9937274672482657,0.75,0.0758215115417361,0.2556189578124038,0.8018958056661264,1.1731001205422364,1,spread,22,0.43137254901960786,0,51,0.0,0.7403605626810371,22
137,8,10.0,most_threat,0.9911278394770578,0.75,0.0635484913681995,0.17386054458497022,0.828625149882343,0.06894543978331136,0,tight,42,0.30656934306569344,21,116,0.15328467153284672,0.6207690615293625,42
122,8,10.0,most_threat,0.8520686831129696,0.75,0.1712209884430735,0.18437867299561445,0.951288680061861,1.6443919904535298,0,tight,33,0.27049180327868855,12,110,0.09836065573770492,0.6745907464641829,33
117,8,10.0,most_threat,0.8731017868861083,0.75,0.07387011395536733,0.36209536893056415,0.978800232739722,1.5396978770262586,0,medium,37,0.3162393162393162,20,97,0.17094017094017094,0.6087508001758571,37
70,8,10.0,most_threat,0.8277897915948756,0.75,0.10549994428326494,0.07581162466848713,0.8407533241094092,0.76508455333385,0,medium,25,0.35714285714285715,11,59,0.15714285714285714,0.6248826912859317,25
104,8,10.0,most_threat,0.8056652981262825,0.75,0.08847743291495351,0.2177147527427966,0.8704410463140021,0.9530091391805227,0,medium,41,0.3942307692307692,14,90,0.1346153846153846,0.6535492720992584,41
143,8,10.0,most_threat,0.7139176822660342,0.75,0.06961023451649187,0.054844800975104406,0.9446917930177291,1.246728859389442,0,spread,39,0.2727272727272727,18,125,0.1258741258741259,0.6758737590939485,39
120,8,10.0,most_threat,0.7538565052203842,0.75,0.06445419580739056,0.3347508595996295,0.9944188607920295,1.1517366744837951,0,medium,22,0.18333333333333332,6,114,0.05,0.7346256377913445,22
140,8,10.0,most_threat,0.964290589082878,0.75,0.18301366124140164,0.3082769333483627,0.9832609649411085,0.09489208622880851,0,tight,46,0.32857142857142857,25,115,0.17857142857142858,0.6078863756839795,46
137,8,10.0,most_threat,0.8161241251789465,0.75,0.03140857136537456,0.5838178810476765,0.9360584434202524,0.6783513706655,0,medium,50,0.36496350364963503,18,119,0.13138686131386862,0.6528330259198633,50
