n_drones,num_units,missiles_per_unit_avg,priority_strategy,weather_factor,terrain_factor,radar_jam,comm_jam_level,temp_factor,system_latency,resource_failure,formation,num_detected,detection_rate,num_intercepted,num_passed,success_rate,civil_risk,missiles_used
101,10,10.0,most_threat,0.8422152630579531,0.75,0.14013760234732348,0.20359214752579777,0.845679706093271,0.20661791424803133,0,tight,27,0.26732673267326734,12,89,0.1188118811881188,0.6671535541361935,27
82,10,10.0,most_threat,0.791704035965815,0.75,0.09543498383654049,0.7885683105007477,0.9026804250221241,1.4132685269351928,0,tight,18,0.21951219512195122,11,71,0.13414634146341464,0.6437864754487791,18
93,10,10.0,most_threat,0.8441452031272628,0.75,0.05629299535545636,0.21064687555536693,0.91139203917078,0.25223064475082113,0,tight,27,0.2903225806451613,12,81,0.12903225806451613,0.6491251377470517,27
107,10,10.0,most_threat,0.9426449344899704,0.75,0.01613651663154979,0.34972124266452603,0.812620655624821,1.2608352367627087,0,medium,38,0.35514018691588783,14,93,0.1308411214953271,0.649996969297855,38
103,10,10.0,most_threat,0.7366847517366754,0.75,0.09997810966320224,0.7948839089703768,0.9356845444114945,1.6303604639397782,0,spread,29,0.2815533980582524,10,93,0.0970873786407767,0.6722289935469734,29
69,10,10.0,most_threat,0.9021355718015889,0.75,0.08464071292385206,0.3288580333651671,0.9239079379930941,1.3358674709114848,0,tight,24,0.34782608695652173,9,60,0.13043478260869565,0.6644402850052555,24
53,10,10.0,most_threat,0.8619621208471324,0.75,0.045641092352976316,0.4729565855937241,0.9085268671668799,1.68442016042052,0,tight,12,0.22641509433962265,6,47,0.11320754716981132,0.6502145472929182,12
139,10,10.0,most_threat,0.8212151375958405,0.75,0.1780690881531568,0.15600480925979324,0.8381877243029281,0.044500703852661916,0,spread,41,0.2949640287769784,18,121,0.12949640287769784,0.6484813060725994,41
146,10,10.0,most_threat,0.856698577000423,0.75,0.059839090813414694,0.331790569565679,0.9565770495574405,0.5780994658915584,0,medium,56,0.3835616438356164,20,126,0.136986301369863,0.6338766432978119,56
135,10,10.0,most_threat,0.6972646751181764,0.75,0.05629119796686324,0.24689021637746442,0.909193906324198,1.2539497568046132,0,tight,30,0.2222222222222222,10,125,0.07407407407407407,0.6927022324838025,30
68,10,10.0,most_threat,0.6466027127290964,0.75,0.027120886803285563,0.12805867138250024,0.9334863079308459,1.5204210443849824,0,medium,19,0.27941176470588236,5,63,0.07352941176470588,0.7057424225051147,19
92,10,10.0,most_threat,0.8609786334840537,0.75,0.0516442963089389,0.18647569071615083,0.9695471768585547,1.8816624693560215,0,spread,32,0.34782608695652173,12,80,0.13043478260869565,0.6497642255647211,32
91,10,10.0,most_threat,0.9087452524002043,0.75,0.09908333751968226,0.3121816586934401,0.9079068725921953,1.9142006417604842,0,tight,30,0.32967032967032966,8,83,0.08791208791208792,0.6719431210414951,30
108,10,10.0,most_threat,0.6263837966311626,0.75,0.10632716267528862,0.195876620910617,0.8922856066231127,0.8389378063384032,0,medium,25,0.23148148148148148,8,100,0.07407407407407407,0.6944643524430939,25
61,10,10.0,most_threat,0.7307488598505154,0.75,0.2066376265540558,0.40326141162366264,0.9150729297301659,1.230910903744043,0,tight,14,0.22950819672131148,5,56,0.08196721311475409,0.6952394843366931,14
92,10,10.0,most_threat,0.7155478917717151,0.75,0.035978088375733984,0.4931544667024179,0.9202411486593884,0.3806903036070366,0,tight,31,0.33695652173913043,4,88,0.043478260869565216,0.7047518533839691,31
