scenario_id,strategy_name,random_seed,swarm_size,uavs_destroyed,uavs_penetrated,penetration_rate,defense_cost,attack_cost,penetration_cost,total_cost,cost_exchange_ratio,kinetic_fired,de_fired,kinetic_hits,de_hits,kinetic_accuracy,de_accuracy,overall_accuracy,steps,termination_reason,timestamp,simulation_completed,total_shots_fired,miss_penalty_cost,total_hits
0,RL_Agent,1608637542,141,123,18,0.1276595744680851,117280000.0,4935000.0,85692856.83320777,274589817.82517034,55.641300471159134,117,28,107,19,0.9145299145299145,0.6785714285714286,0.8689655172413793,200,all_uavs_neutralized,2026-02-22T13:07:08.019269,True,145,71616960.99196254,126
1,RL_Agent,1273642419,96,89,7,0.07291666666666667,113320000.0,3360000.0,40055184.63872087,179950015.3317628,53.55655218207226,113,32,104,22,0.9203539823008849,0.6875,0.8689655172413793,200,all_uavs_neutralized,2026-02-22T13:07:08.095610,True,145,26574830.69304193,126
2,RL_Agent,1935803228,136,116,20,0.14705882352941177,116280000.0,4760000.0,87183901.4334265,305276583.67084515,64.13373606530361,116,28,105,15,0.9051724137931034,0.5357142857142857,0.8333333333333334,200,all_uavs_neutralized,2026-02-22T13:07:08.162093,True,144,101812682.23741865,120
3,RL_Agent,787846414,82,77,5,0.06097560975609756,113320000.0,2870000.0,33806648.39197745,172561314.51852614,60.12589356046207,113,32,107,20,0.9469026548672567,0.625,0.8758620689655172,200,all_uavs_neutralized,2026-02-22T13:07:08.234011,True,145,25434666.12654867,127
4,RL_Agent,996406378,144,124,20,0.1388888888888889,117280000.0,5040000.0,130451273.86920372,326533900.44155556,64.78847230983246,117,28,108,17,0.9230769230769231,0.6071428571428571,0.8620689655172413,200,all_uavs_neutralized,2026-02-22T13:07:08.305647,True,145,78802626.57235186,125
5,RL_Agent,1201263687,135,116,19,0.14074074074074075,116290000.0,4725000.0,89447039.27418391,273543339.609219,57.8927702876654,116,29,105,19,0.9051724137931034,0.6551724137931034,0.8551724137931035,200,all_uavs_neutralized,2026-02-22T13:07:08.368328,True,145,67806300.3350351,124
6,RL_Agent,423734972,62,51,11,0.1774193548387097,115290000.0,2170000.0,54006045.009987906,220067653.0103241,101.41366498171617,115,29,97,24,0.8434782608695652,0.8275862068965517,0.8402777777777778,200,all_uavs_neutralized,2026-02-22T13:07:08.420388,True,144,50771608.0003362,121
7,RL_Agent,415968276,96,86,10,0.10416666666666667,114310000.0,3360000.0,60289166.09165843,207471820.4239369,61.74756560236217,114,31,103,26,0.9035087719298246,0.8387096774193549,0.8896551724137931,200,all_uavs_neutralized,2026-02-22T13:07:08.478551,True,145,32872654.332278505,129
8,RL_Agent,670094950,90,83,7,0.07777777777777778,113320000.0,3150000.0,35627171.06197916,180256530.01361334,57.224295242416936,113,32,104,24,0.9203539823008849,0.75,0.8827586206896552,200,all_uavs_neutralized,2026-02-22T13:07:08.545549,True,145,31309358.951634184,128
9,RL_Agent,1914837113,58,51,7,0.1206896551724138,114310000.0,2030000.0,22874283.656154394,169073823.30987683,83.28759768959449,114,31,103,22,0.9035087719298246,0.7096774193548387,0.8620689655172413,200,all_uavs_neutralized,2026-02-22T13:07:08.603302,True,145,31889539.653722435,125
10,RL_Agent,669991378,68,59,9,0.1323529411764706,114300000.0,2380000.0,43394851.368695356,196240578.68145505,82.45402465607354,114,30,98,22,0.8596491228070176,0.7333333333333333,0.8333333333333334,200,all_uavs_neutralized,2026-02-22T13:07:08.660472,True,144,38545727.3127597,120
11,RL_Agent,429389014,86,80,6,0.06976744186046512,113320000.0,3010000.0,43560066.99457419,198113780.4513995,65.8185317114284,113,32,103,17,0.911504424778761,0.53125,0.8275862068965517,200,all_uavs_neutralized,2026-02-22T13:07:08.721048,True,145,41233713.45682531,120
12,RL_Agent,249467210,133,118,15,0.11278195488721804,116290000.0,4655000.0,67442312.74699906,266684851.2904299,57.2899787949366,116,29,107,18,0.9224137931034483,0.6206896551724138,0.8620689655172413,200,all_uavs_neutralized,2026-02-22T13:07:08.778573,True,145,82952538.54343082,125
13,RL_Agent,1972458954,50,42,8,0.16,115300000.0,1750000.0,36026026.37742257,187259661.0999617,107.00552062854955,115,30,99,21,0.8608695652173913,0.7,0.8275862068965517,200,all_uavs_neutralized,2026-02-22T13:07:08.841931,True,145,35933634.72253914,120
14,RL_Agent,1572714583,66,57,9,0.13636363636363635,114300000.0,2310000.0,46056111.70489758,212027183.76311553,91.78665963771235,114,30,103,24,0.9035087719298246,0.8,0.8819444444444444,200,all_uavs_neutralized,2026-02-22T13:07:08.909716,True,144,51671072.05821794,127
