episode_rewards,episode_lengths,penetration_rates,cost_exchange_ratios,defense_costs,swarm_sizes,timestamps,episode_count
-197060000.0,20,0.9504950495049505,27.872701555869874,5060000.0,0,1768245902.505419,2500
-422090000.0,20,0.9742990654205608,28.17690253671562,5090000.0,0,1768245902.5089695,2500
-137060000.0,20,0.9428571428571428,27.97142857142857,5060000.0,0,1768245902.5117352,2500
-324070000.0,20,0.9754601226993865,28.4022787028922,6070000.0,0,1768245902.5151236,2500
-442050000.0,20,0.9753914988814317,28.25503355704698,6050000.0,0,1768245902.5179448,2500
-483060000.0,20,0.9794238683127572,28.39858906525573,7060000.0,0,1768245902.5218036,2500
-240120000.0,20,0.959349593495935,27.88850174216028,4120000.0,0,1768245902.525006,2500
-258050000.0,20,0.9541984732824428,28.140676117775353,8050000.0,0,1768245902.5277712,2500
-112070000.0,20,0.9137931034482759,27.603448275862068,6070000.0,0,1768245902.5309267,2500
-120090000.0,20,0.912,27.449142857142856,6090000.0,0,1768245902.5336626,2500
-404050000.0,20,0.9778869778869779,28.364338364338366,6050000.0,0,1768245902.536943,2500
-188080000.0,20,0.9430051813471503,27.843079200592154,6080000.0,0,1768245902.5411317,2500
-263070000.0,20,0.947565543071161,28.150882825040128,10070000.0,0,1768245902.5448742,2500
-275080000.0,20,0.9710144927536232,28.476190476190474,7080000.0,0,1768245902.548464,2500
-232090000.0,20,0.9617021276595744,28.217629179331308,6090000.0,0,1768245902.5513725,2500
-322050000.0,20,0.9631901840490797,28.22524101665206,8050000.0,0,1768245902.5553951,2500
-111050000.0,20,0.9357798165137615,29.108781127129753,9050000.0,0,1768245902.558325,2500
-383050000.0,20,0.9689922480620154,28.279808047249908,8050000.0,0,1768245902.5612047,2500
-379070000.0,20,0.9713541666666666,28.204613095238095,6070000.0,0,1768245902.5644617,2500
-347020000.0,20,0.9655172413793104,28.490968801313628,11020000.0,0,1768245902.5678778,2500
-216040000.0,20,0.944954128440367,28.314547837483616,10040000.0,0,1768245902.5711155,2500
-101050000.0,20,0.9223300970873787,28.030513176144243,6050000.0,0,1768245902.5747368,2500
-108080000.0,20,0.926605504587156,28.3302752293578,7080000.0,0,1768245902.5775166,2500
-199060000.0,20,0.9507389162561576,28.01688951442646,6060000.0,0,1768245902.5806282,2500
-384080000.0,20,0.9768041237113402,28.282768777614137,5080000.0,0,1768245902.5838346,2500
-207050000.0,20,0.9523809523809523,28.170068027210885,7050000.0,0,1768245902.5869906,2500
-188050000.0,20,0.9365079365079365,28.427815570672713,11050000.0,0,1768245902.58994,2500
-114050000.0,20,0.9316239316239316,27.85103785103785,5050000.0,0,1768245902.5927029,2500
-418070000.0,20,0.9691943127962085,28.305348679756264,9070000.0,0,1768245902.5956416,2500
-440040000.0,20,0.9841269841269841,28.509232264334305,6040000.0,0,1768245902.5989418,2500
-137060000.0,20,0.9290780141843972,27.77304964539007,6060000.0,0,1768245902.6016688,2500
-192100000.0,20,0.9441624365482234,27.860768672951416,6100000.0,0,1768245902.6053839,2500
-363080000.0,20,0.9782016348773842,28.26625145971195,4080000.0,0,1768245902.608833,2500
-490070000.0,20,0.9758064516129032,28.22983870967742,6070000.0,0,1768245902.6142983,2500
-173040000.0,20,0.9709302325581395,28.74418604651163,6040000.0,0,1768245902.6175268,2500
-405100000.0,20,0.970873786407767,28.092926490984745,5100000.0,0,1768245902.6210957,2500
-412040000.0,20,0.980722891566265,28.36764199655766,5040000.0,0,1768245902.6244571,2500
-253060000.0,20,0.968503937007874,28.465691788526435,7060000.0,0,1768245902.6275043,2500
-372070000.0,20,0.9734748010610079,28.197802197802197,5070000.0,0,1768245902.6310434,2500
-179080000.0,20,0.9398907103825137,27.959406713505075,7080000.0,0,1768245902.634089,2500
-485040000.0,20,0.9835390946502057,28.514991181657848,7040000.0,0,1768245902.6380463,2500
-489040000.0,20,0.9775967413441955,28.457375618271747,9040000.0,0,1768245902.6426697,2500
-106020000.0,20,0.8888888888888888,28.047619047619047,10020000.0,0,1768245902.645639,2500
-446060000.0,20,0.9778270509977827,28.25847323408299,5060000.0,0,1768245902.6490793,2500
-339050000.0,20,0.9649122807017544,28.3249791144528,9050000.0,0,1768245902.6522188,2500
-287080000.0,20,0.9523809523809523,27.898931000971817,7080000.0,0,1768245902.6557589,2500
-339100000.0,20,0.9765395894428153,28.41223292836196,6100000.0,0,1768245902.6587157,2500
-163080000.0,20,0.9345238095238095,27.73469387755102,6080000.0,0,1768245902.6616166,2500
-383090000.0,20,0.9615384615384616,28.065201465201465,8090000.0,0,1768245902.6650143,2500
-441140000.0,20,0.9733333333333334,28.00888888888889,3140000.0,0,1768245902.6679482,2500
-206060000.0,20,0.966183574879227,28.44168391994479,6060000.0,0,1768245902.695311,2500
-473040000.0,20,0.9747368421052631,28.453533834586466,10040000.0,0,1768245902.7199802,2500
-238080000.0,20,0.9629629629629629,27.992945326278658,4080000.0,0,1768245902.737962,2500
-292050000.0,20,0.9728813559322034,28.285714285714285,5050000.0,0,1768245902.7685213,2500
-467060000.0,20,0.9829787234042553,28.39270516717325,5060000.0,0,1768245902.788415,2500
-352050000.0,20,0.9633802816901409,28.334004024144868,10050000.0,0,1768245902.8085854,2500
-251070000.0,20,0.968503937007874,28.241844769403823,5070000.0,0,1768245902.8324053,2500
-336090000.0,20,0.9794721407624634,28.160033514872225,2090000.0,0,1768245902.8593535,2500
-189100000.0,20,0.9435897435897436,27.706959706959708,5100000.0,0,1768245902.8802414,2500
-437080000.0,20,0.963963963963964,28.126126126126128,9080000.0,0,1768245902.9004633,2500
-250070000.0,20,0.9802371541501976,28.240542066629022,2070000.0,0,1768245902.9271643,2500
-182070000.0,20,0.9518716577540107,27.818181818181817,4070000.0,0,1768245902.9499092,2500
-430050000.0,20,0.9814385150812065,28.508452104739806,7050000.0,0,1768245902.970189,2500
-485060000.0,20,0.9794661190965093,28.45761220299208,8060000.0,0,1768245902.9926178,2500
-247050000.0,20,0.968,28.234285714285715,5050000.0,0,1768245903.0133717,2500
-327070000.0,20,0.9698795180722891,28.147160068846816,5070000.0,0,1768245903.03762,2500
