episode_rewards,episode_lengths,penetration_rates,cost_exchange_ratios,defense_costs,swarm_sizes,timestamps,episode_count
-196560000.0,20,0.9504950495049505,27.872701555869874,5060000.0,0,1768247634.1981907,25000
-421540000.0,20,0.9742990654205608,28.17690253671562,5090000.0,0,1768247634.2014968,25000
-136660000.0,20,0.9428571428571428,27.97142857142857,5060000.0,0,1768247634.2043564,25000
-323670000.0,20,0.9754601226993865,28.4022787028922,6070000.0,0,1768247634.2091978,25000
-441500000.0,20,0.9753914988814317,28.25503355704698,6050000.0,0,1768247634.2132208,25000
-482560000.0,20,0.9794238683127572,28.39858906525573,7060000.0,0,1768247634.216218,25000
-239620000.0,20,0.959349593495935,27.88850174216028,4120000.0,0,1768247634.219284,25000
-257450000.0,20,0.9541984732824428,28.140676117775353,8050000.0,0,1768247634.2232294,25000
-111570000.0,20,0.9137931034482759,27.603448275862068,6070000.0,0,1768247634.2294605,25000
-119540000.0,20,0.912,27.449142857142856,6090000.0,0,1768247634.2335668,25000
-403600000.0,20,0.9778869778869779,28.364338364338366,6050000.0,0,1768247634.2367675,25000
-187530000.0,20,0.9430051813471503,27.843079200592154,6080000.0,0,1768247634.2398305,25000
-262370000.0,20,0.947565543071161,28.150882825040128,10070000.0,0,1768247634.244227,25000
-274680000.0,20,0.9710144927536232,28.476190476190474,7080000.0,0,1768247634.247309,25000
-231640000.0,20,0.9617021276595744,28.217629179331308,6090000.0,0,1768247634.2501693,25000
-321450000.0,20,0.9631901840490797,28.22524101665206,8050000.0,0,1768247634.2533717,25000
-110700000.0,20,0.9357798165137615,29.108781127129753,9050000.0,0,1768247634.2564833,25000
-382450000.0,20,0.9689922480620154,28.279808047249908,8050000.0,0,1768247634.2602124,25000
-378520000.0,20,0.9713541666666666,28.204613095238095,6070000.0,0,1768247634.2631006,25000
-346420000.0,20,0.9655172413793104,28.490968801313628,11020000.0,0,1768247634.2660062,25000
-215440000.0,20,0.944954128440367,28.314547837483616,10040000.0,0,1768247634.269705,25000
-100650000.0,20,0.9223300970873787,28.030513176144243,6050000.0,0,1768247634.272554,25000
-107680000.0,20,0.926605504587156,28.3302752293578,7080000.0,0,1768247634.276764,25000
-198560000.0,20,0.9507389162561576,28.01688951442646,6060000.0,0,1768247634.2799988,25000
-383630000.0,20,0.9768041237113402,28.282768777614137,5080000.0,0,1768247634.2832139,25000
-206550000.0,20,0.9523809523809523,28.170068027210885,7050000.0,0,1768247634.2865908,25000
-187450000.0,20,0.9365079365079365,28.427815570672713,11050000.0,0,1768247634.2894938,25000
-113650000.0,20,0.9316239316239316,27.85103785103785,5050000.0,0,1768247634.292789,25000
-417420000.0,20,0.9691943127962085,28.305348679756264,9070000.0,0,1768247634.2958968,25000
-439690000.0,20,0.9841269841269841,28.509232264334305,6040000.0,0,1768247634.2989764,25000
-136560000.0,20,0.9290780141843972,27.77304964539007,6060000.0,0,1768247634.3018546,25000
-191550000.0,20,0.9441624365482234,27.860768672951416,6100000.0,0,1768247634.304806,25000
-362680000.0,20,0.9782016348773842,28.26625145971195,4080000.0,0,1768247634.3090866,25000
-489470000.0,20,0.9758064516129032,28.22983870967742,6070000.0,0,1768247634.312896,25000
-172790000.0,20,0.9709302325581395,28.74418604651163,6040000.0,0,1768247634.3158987,25000
-404500000.0,20,0.970873786407767,28.092926490984745,5100000.0,0,1768247634.3192923,25000
-411640000.0,20,0.980722891566265,28.36764199655766,5040000.0,0,1768247634.322209,25000
-252660000.0,20,0.968503937007874,28.465691788526435,7060000.0,0,1768247634.3255196,25000
